                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10108      5.0000000000000000E-001      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters 
                                      38                                      399                  5.0983734998926541E-002                 -2.0702938962378816E+000                  4.9999999998307321E-001                  3.2997648454881499E+001                 -9.4932325687089385E+000                  1.9342684993701910E-005                  8.8803871345738361E-001                  1.7093233596850127E-003                  9.9999943957545567E-001                  9.1015669583314229E-001                  8.8803871345738361E-001                  1.7093233596850127E-003                  9.9999943957545567E-001                  9.1015669583314229E-001                 -2.0565427843961569E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0565427843961569E+001                 -2.0565427843961569E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5724345267204112E+000                  1.5862118401489016E+000                  1.1714957030862545E+000                  1.7938679515619327E+000                 -7.3991576856587235E-004                  5.4778710519028309E+000                 -2.6957443009605977E+000                  1.0902219353516738E+001                 -2.6957443009605977E+000                  5.4778710519028309E+000                  6.2179925550385551E-001                  8.4999665454629869E-001                  1.2966454152047264E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4416106108120206E-003                  9.3393731282184859E-003                  3.4416106108120120E-003                  9.3393731282184877E-003                  3.4999999998815096E-001                  1.3998510117763538E-001                                        0                                        0                                        3 
                                      39                                      399                  6.1190481998711847E-002                 -1.9911126501902572E+000                  4.9999999997980132E-001                  3.2997648454878657E+001                 -9.4941044297439383E+000                  1.9342535472967418E-005                  8.8803871346319452E-001                  1.7093233406237972E-003                  9.9999943957545567E-001                  9.1015669165594892E-001                  8.8803871346319452E-001                  1.7093233406237972E-003                  9.9999943957545567E-001                  9.1015669165594892E-001                 -2.0565420508212124E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0565420508212124E+001                 -2.0565420508212124E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5722939077886542E+000                  1.5855633078375104E+000                  1.1714526747940734E+000                  1.7939540081434526E+000                 -5.3268167751863149E-004                  5.4778720208231064E+000                 -2.6957428223583619E+000                  1.0902221814126726E+001                 -2.6957428223583619E+000                  5.4778720208231064E+000                  6.2179925158485772E-001                  8.4999665454629869E-001                  1.2966454152047264E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4416106108120211E-003                  9.3393731282184877E-003                  3.4416106108120120E-003                  9.3393731282184894E-003                  3.4999999998586107E-001                  1.3998510117671936E-001                                        0                                        0                                        3 
                                      40                                      399                  7.3438578398454205E-002                 -1.9119314041426323E+000                  4.9999999997588152E-001                  3.2997648454875254E+001                 -9.4947959903446701E+000                  1.9342295347519677E-005                  8.8803871347015650E-001                  1.7093233068055246E-003                  9.9999943957545567E-001                  9.1015669161286739E-001                  8.8803871347015650E-001                  1.7093233068055246E-003                  9.9999943957545567E-001                  9.1015669161286739E-001                 -2.0565411255280321E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0565411255280321E+001                 -2.0565411255280321E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5721862937268893E+000                  1.5850589799863624E+000                  1.1714157389920294E+000                  1.7940278797441360E+000                 -3.8110808204058489E-004                  5.4778731754567795E+000                 -2.6957410603579928E+000                  1.0902224746356701E+001                 -2.6957410603579928E+000                  5.4778731754567795E+000                  6.2179924691481525E-001                  8.4999665454629858E-001                  1.2966454152047264E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4416106108120202E-003                  9.3393731282184859E-003                  3.4416106108120120E-003                  9.3393731282184877E-003                  3.4999999998311682E-001                  1.3998510117562196E-001                                        0                                        0                                        6 
                                      41                                      399                  8.8136294078145050E-002                 -1.8327501580950074E+000                  4.9999999997118350E-001                  3.2997648454871175E+001                 -9.4953372539944567E+000                  1.9341963393409939E-005                  8.9398148517536558E-001                  1.7093232578414615E-003                  9.9999943957545567E-001                  9.0502939432400065E-001                  8.9398148517536558E-001                  1.7093232578414615E-003                  9.9999943957545567E-001                  9.0502939432400065E-001                 -2.0565399581998534E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0565399581998534E+001                 -2.0565399581998534E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5721053368784612E+000                  1.5846718856924107E+000                  1.1713841055419096E+000                  1.7940911466402951E+000                 -2.7200940309764774E-004                  5.4778745499906139E+000                 -2.6957389627880151E+000                  1.0902228237026575E+001                 -2.6957389627880151E+000                  5.4778745499906139E+000                  6.2179924135553089E-001                  8.4999665454629891E-001                  1.2966454152047264E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4416106108120206E-003                  9.3393731282184877E-003                  3.4416106108120115E-003                  9.3393731282184859E-003                  3.4999999997982828E-001                  1.3998510117430671E-001                                        0                                        0                                        6 
                                      42                                      399                  1.0577355289377406E-001                 -1.7535689120473827E+000                  4.9999999996555133E-001                  3.2997648454866280E+001                 -9.4957559817344475E+000                  1.9341553682382806E-005                  9.9999943957545567E-001                  1.7093231932427822E-003                  2.4343058328768485E-005                  7.8128706504365653E-008                  9.9999943957545567E-001                  1.7093231932427822E-003                  2.4343058328768485E-005                  7.8128706504365653E-008                 -2.0565384942947503E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0565384942947503E+001                 -2.0565384942947503E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5720453952678519E+000                  1.5843780403008576E+000                  1.1713570660673507E+000                  1.7941452255845209E+000                 -1.9374093718593828E-004                  5.4778761815052759E+000                 -2.6957364730608955E+000                  1.0902232380305332E+001                 -2.6957364730608955E+000                  5.4778761815052759E+000                  6.2179923475713905E-001                  8.4999665454629858E-001                  1.2966454152047264E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4416106108120198E-003                  9.3393731282184859E-003                  3.4416106108120111E-003                  9.3393731282184877E-003                  3.4999999997588577E-001                  1.3998510117272980E-001                                        0                                        0                                        6 
                                      43                                      399                  1.2693826347252887E-001                 -1.6743876659997579E+000                  4.9999999995879768E-001                  3.2997648454860418E+001                 -9.4960768665956667E+000                  1.9341075659074800E-005                  9.9999943957545567E-001                  4.0184913031077847E-004                  2.4343058329212575E-005                  7.8128706615387955E-008                  9.9999943957545567E-001                  4.0184913031077847E-004                  2.4343058329212575E-005                  7.8128706615387955E-008                 -2.0565366580968316E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0565366580968316E+001                 -2.0565366580968316E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5720016142576241E+000                  1.5841567713607114E+000                  1.1713339936177347E+000                  1.7941913704778867E+000                 -1.3773578764072334E-004                  5.4778781139570567E+000                 -2.6957335240969540E+000                  1.0902237287822548E+001                 -2.6957335240969540E+000                  5.4778781139570567E+000                  6.2179922694200918E-001                  8.4999665454629891E-001                  1.2966454152047264E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4416106108120198E-003                  9.3393731282184877E-003                  3.4416106108120111E-003                  9.3393731282184859E-003                  3.4999999997115838E-001                  1.3998510117083898E-001                                        0                                        0                                        6 
                                      44                                      399                  1.5233591616703465E-001                 -1.5952064199521330E+000                  4.9999999995069794E-001                  3.2997648454853376E+001                 -9.4963212079795642E+000                  1.9340522180053772E-005                  9.9999943957545567E-001                  4.0784602399611256E-004                  2.4343058329545642E-005                  7.8128706615387955E-008                  9.9999943957545567E-001                  4.0784602399611256E-004                  2.4343058329545642E-005                  7.8128706615387955E-008                 -2.0565343222347646E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0565343222347646E+001                 -2.0565343222347646E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5719700023149699E+000                  1.5839909390313172E+000                  1.1713143013383454E+000                  1.7942307550296299E+000                 -9.7929522441907353E-005                  5.4778803934134483E+000                 -2.6957300455943511E+000                  1.0902243076569640E+001                 -2.6957300455943511E+000                  5.4778803934134483E+000                  6.2179921772403635E-001                  8.4999665454629869E-001                  1.2966454152047264E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4416106108120193E-003                  9.3393731282184859E-003                  3.4416106108120111E-003                  9.3393731282184894E-003                  3.4999999996548853E-001                  1.3998510116857124E-001                                        0                                        0                                        6 
                                      45                                      399                  1.8281309940044160E-001                 -1.5160251739045081E+000                  4.9999999994098238E-001                  3.2997648454844942E+001                 -9.4965067325813113E+000                  1.9339867514501257E-005                  9.9999943957545567E-001                  4.1098999171897100E-004                  2.4343058330100753E-005                  7.8128706726410257E-008                  9.9999943957545567E-001                  4.1098999171897100E-004                  2.4343058330100753E-005                  7.8128706726410257E-008                 -2.0565313305448647E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0565313305448647E+001                 -2.0565313305448647E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5719474374923390E+000                  1.5838670367334393E+000                  1.1712974798346687E+000                  1.7942643980285446E+000                 -6.9673081520139402E-005                  5.4778830838358772E+000                 -2.6957259399455240E+000                  1.0902249908979286E+001                 -2.6957259399455240E+000                  5.4778830838358772E+000                  6.2179920684483414E-001                  8.4999665454629891E-001                  1.2966454152047262E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4416106108120193E-003                  9.3393731282184877E-003                  3.4416106108120115E-003                  9.3393731282184894E-003                  3.4999999995868747E-001                  1.3998510116585122E-001                                        0                                        0                                        6 
                                      46                                      399                  2.1938571928052991E-001                 -1.4368439278568834E+000                  4.9999999992932748E-001                  3.2997648454834817E+001                 -9.4966474563744274E+000                  1.9339085575817407E-005                  9.9999943957545567E-001                  4.1272633916424170E-004                  2.4343058330655865E-005                  7.8128706615387955E-008                  9.9999943957545567E-001                  4.1272633916424170E-004                  2.4343058330655865E-005                  7.8128706615387955E-008                 -2.0565274923478185E+001                 -9.8999999999999986E+001                 -3.6123599479677743E+001                 -2.0565274923478185E+001                 -2.0565274923478185E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5719315761347286E+000                  1.5837747653128562E+000                  1.1712830668395970E+000                  1.7942932240085645E+000                 -4.9708614842423881E-005                  5.4778862739525493E+000                 -2.6957210717494435E+000                  1.0902258010378880E+001                 -2.6957210717494435E+000                  5.4778862739525493E+000                  6.2179919394599537E-001                  8.4999665454629869E-001                  1.2966454152047264E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4416106108120193E-003                  9.3393731282184859E-003                  3.4416106108120111E-003                  9.3393731282184877E-003                  3.4999999995052916E-001                  1.3998510116258825E-001                                        0                                        0                                        6 
                                      47                                      399                  2.6327286313663589E-001                 -1.3576626818092585E+000                  4.9999999991534499E-001                  3.2997648454822674E+001                 -9.4967541407799576E+000                  1.9338154972486900E-005                  9.9999943957545567E-001                  4.1355182908895614E-004                  2.4343058331210976E-005                  7.8128706615387955E-008                  9.9999943957545567E-001                  4.1355182908895614E-004                  2.4343058331210976E-005                  7.8128706615387955E-008                 -2.0565225837013124E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0565225837013124E+001                 -2.0565225837013124E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5719206813448441E+000                  1.5837062687412249E+000                  1.1712706081335507E+000                  1.7943181414085121E+000                 -3.5768194593485721E-005                  5.4778900875557337E+000                 -2.6957152520984073E+000                  1.0902267695139974E+001                 -2.6957152520984073E+000                  5.4778900875557337E+000                  6.2179917852753119E-001                  8.4999665454629891E-001                  1.2966454152047264E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4416106108120193E-003                  9.3393731282184877E-003                  3.4416106108120115E-003                  9.3393731282184877E-003                  3.4999999994074160E-001                  1.3998510115867357E-001                                        0                                        0                                        6 
                                      48                                      399                  3.1593743576396305E-001                 -1.2784814357616336E+000                  4.9999999989856919E-001                  3.2997648454808100E+001                 -9.4968350960454924E+000                  1.9337072636036822E-005                  9.9999943957545567E-001                  4.1347664699754383E-004                  2.4343058332765288E-005                  7.8128707170499467E-008                  9.9999943957545567E-001                  4.1347664699754383E-004                  2.4343058332765288E-005                  7.8128707170499467E-008                 -2.0565163695355547E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0565163695355547E+001                 -2.0565163695355547E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5719134440799931E+000                  1.5836553709434829E+000                  1.1712596337643824E+000                  1.7943400901322777E+000                 -2.6218352118856231E-005                  5.4778947013618398E+000                 -2.6957082113245927E+000                  1.0902279412032978E+001                 -2.6957082113245927E+000                  5.4778947013618398E+000                  6.2179915987580925E-001                  8.4999665454629869E-001                  1.2966454152047264E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4416106108120180E-003                  9.3393731282184859E-003                  3.4416106108120111E-003                  9.3393731282184877E-003                  3.4999999992899816E-001                  1.3998510115397680E-001                                        0                                        0                                        6 
                                      49                                      400                  3.7913492291675566E-001                 -1.1993001897140090E+000                  4.9999999987844113E-001                  3.2997648454790621E+001                 -9.4968969681978308E+000                  1.9335849933237512E-005                  9.9999943957545567E-001                  2.3949489556890767E-004                  2.4343058333653467E-005                  7.8128707281521770E-008                  9.9999943957545567E-001                  2.3949489556890767E-004                  2.4343058333653467E-005                  7.8128707281521770E-008                 -2.0565085960015491E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0565085960015491E+001                 -2.0565085960015491E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5719088544062552E+000                  1.5836170524787150E+000                  1.1712496538794728E+000                  1.7943600498846135E+000                 -1.9834666112978049E-005                  5.4779003378255222E+000                 -2.6956996099650627E+000                  1.0902293725979005E+001                 -2.6956996099650627E+000                  5.4779003378255222E+000                  6.2179913709282864E-001                  8.4999665454629869E-001                  1.2966454152047262E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4416106108120193E-003                  9.3393731282184877E-003                  3.4416106108120115E-003                  9.3393731282184877E-003                  3.4999999991490899E-001                  1.3998510114834153E-001                                        0                                        0                                        6 
                                      50                                      400                  4.5497190750010674E-001                 -1.1201189436663841E+000                  4.9999999985429006E-001                  3.2997648454769639E+001                 -9.4969452665300249E+000                  1.9334487538592622E-005                  9.9999943957545567E-001                  2.3948876602134417E-004                  2.4343058335096757E-005                  7.8128707503566375E-008                  9.9999943957545567E-001                  2.3948876602134417E-004                  2.4343058335096757E-005                  7.8128707503566375E-008                 -2.0564989906552931E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0564989906552931E+001                 -2.0564989906552931E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5719061368445786E+000                  1.5835872218698097E+000                  1.1712401736983733E+000                  1.7943790102258350E+000                 -1.5671891785102706E-005                  5.4779072639141777E+000                 -2.6956890406317919E+000                  1.0902311314937588E+001                 -2.6956890406317919E+000                  5.4779072639141777E+000                  6.2179910910150016E-001                  8.4999665454629869E-001                  1.2966454152047264E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4416106108120180E-003                  9.3393731282184859E-003                  3.4416106108120111E-003                  9.3393731282184859E-003                  3.4999999989800284E-001                  1.3998510114157994E-001                                        0                                        0                                        6 
                                      51                                      399                  5.4597628900012807E-001                 -1.0409376976187594E+000                  4.9999999982531135E-001                  3.2997648454744471E+001                 -9.4969845772990524E+000                  1.9332951862994211E-005                  9.9999943957545567E-001                  2.3948849526070798E-004                  2.4343058336762091E-005                  7.8128707725610980E-008                  9.9999943957545567E-001                  2.3948849526070798E-004                  2.4343058336762091E-005                  7.8128707725610980E-008                 -2.0564872776903993E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0564872776903993E+001                 -2.0564872776903993E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5719047163876105E+000                  1.5835626051806257E+000                  1.1712307062677183E+000                  1.7943979450619749E+000                 -1.3018634518457977E-005                  5.4779158016121761E+000                 -2.6956760119830485E+000                  1.0902332996581002E+001                 -2.6956760119830485E+000                  5.4779158016121761E+000                  6.2179907460364992E-001                  8.4999665454629869E-001                  1.2966454152047262E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4416106108120185E-003                  9.3393731282184877E-003                  3.4416106108120111E-003                  9.3393731282184859E-003                  3.4999999987771796E-001                  1.3998510113346690E-001                                        0                                        0                                        6 
                                      52                                      399                  6.5518154680015361E-001                 -9.6175645157113454E-001                  4.9999999979053966E-001                  3.2997648454714266E+001                 -9.4970186613937209E+000                  1.9331202619929324E-005                  9.9999943957545567E-001                  2.3948794164466058E-004                  2.4343058339315604E-005                  7.8128708502767097E-008                  9.9999943957545567E-001                  2.3948794164466058E-004                  2.4343058339315604E-005                  7.8128708502767097E-008                 -2.0564731392228211E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0564731392228211E+001                 -2.0564731392228211E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5719041914774015E+000                  1.5835406408396087E+000                  1.1712207739176279E+000                  1.7944178097319532E+000                 -1.1363781823550283E-005                  5.4779263133279352E+000                 -2.6956599709913389E+000                  1.0902359691235914E+001                 -2.6956599709913389E+000                  5.4779263133279352E+000                  6.2179903213965193E-001                  8.4999665454629869E-001                  1.2966454152047264E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4416106108120176E-003                  9.3393731282184859E-003                  3.4416106108120107E-003                  9.3393731282184859E-003                  3.4999999985337771E-001                  1.3998510112373178E-001                                        0                                        0                                        6 
                                      53                                      399                  7.8622785616018442E-001                 -8.8257520552350976E-001                  4.9999999974881670E-001                  3.2997648454678028E+001                 -9.4970505580546263E+000                  1.9329153098511540E-005                  9.9999943957545567E-001                  2.3948719941773410E-004                  2.4343058341314006E-005                  7.8128708502767097E-008                  9.9999943957545567E-001                  2.3948719941773410E-004                  2.4343058341314006E-005                  7.8128708502767097E-008                 -2.0564561717739728E+001                 -9.8999999999999986E+001                 -3.6424629475341725E+001                 -2.0564561717739728E+001                 -2.0564561717739728E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5719042978355935E+000                  1.5835193109649963E+000                  1.1712098962639375E+000                  1.7944395650030938E+000                 -1.0358618038594193E-005                  5.4779391966736748E+000                 -2.6956403109094733E+000                  1.0902392408625893E+001                 -2.6956403109094733E+000                  5.4779391966736748E+000                  6.2179898011035228E-001                  8.4999665454629869E-001                  1.2966454152047264E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4416106108120180E-003                  9.3393731282184877E-003                  3.4416106108120107E-003                  9.3393731282184859E-003                  3.4999999982417168E-001                  1.3998510111205051E-001                                        0                                        0                                        6 
                                      54                                      399                  9.4348342739222124E-001                 -8.0339395947588488E-001                  4.9999999969875297E-001                  3.2997648454634543E+001                 -9.4970827655466898E+000                  1.9326686249923503E-005                  9.9999943957545567E-001                  2.3948645585770837E-004                  2.4343058343645474E-005                  7.8128708502767097E-008                  9.9999943957545567E-001                  2.3948645585770837E-004                  2.4343058343645474E-005                  7.8128708502767097E-008                 -2.0564358526884241E+001                 -9.8999999999999986E+001                 -3.6424629475341725E+001                 -2.0564358526884241E+001                 -2.0564358526884241E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5719048789085335E+000                  1.5834970001860442E+000                  1.1711975787285818E+000                  1.7944642000303206E+000                 -9.7666569030171974E-006                  5.4779548931652684E+000                 -2.6956163579957559E+000                  1.0902432269962816E+001                 -2.6956163579957559E+000                  5.4779548931652684E+000                  6.2179891674303911E-001                  8.4999665454629869E-001                  1.2966454152047264E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4416106108120176E-003                  9.3393731282184859E-003                  3.4416106108120107E-003                  9.3393731282184877E-003                  3.4999999978912705E-001                  1.3998510109803425E-001                                        0                                        0                                        6 
