                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10108      5.0000000000000000E-001      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters 
                                      81                                      399                  1.2961365772061805E+002                  1.3344996838099847E+000                  4.9999995977257511E-001                  3.2997648419955105E+001                 -9.5174116057938836E+000                  4.9999969886797646E-001                  9.9999943957545567E-001                  7.8128712832636893E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999943957545567E-001                  7.8128712832636893E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0404599980490996E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0404599980490996E+001                 -2.0404599980490996E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5726925473327484E+000                  1.5683699496132637E+000                  1.1620587165937619E+000                  1.8127418896205216E+000                 -8.4254452770585483E-006                  5.4868377435181666E+000                 -2.6721544301309215E+000                  1.0934822325384564E+001                 -2.6721544301309215E+000                  5.4868377435181666E+000                  6.2179100228545114E-001                  8.4999665454629869E-001                  1.2966454152047262E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4416106108120137E-003                  9.3393731282184877E-003                  3.4416106108120089E-003                  9.3393731282184946E-003                  3.4999997184080256E-001                  1.3998508991989414E-001                                        0                                        0                                        6 
                                      82                                      399                  1.5553639926474168E+002                  1.4136809298576096E+000                  4.9999995196892738E-001                  3.2997648413176940E+001                 -9.5213832718456732E+000                  4.9999969352448098E-001                  9.9999943957545567E-001                  7.8128714053882220E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999943957545567E-001                  7.8128714053882220E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0373635072783060E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0373635072783060E+001                 -2.0373635072783060E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5728448953195668E+000                  1.5654294459083742E+000                  1.1602837687676797E+000                  1.8162917784945229E+000                 -8.2959611820317356E-006                  5.4884376735263514E+000                 -2.6674594195943242E+000                  1.0941121479707515E+001                 -2.6674594195943242E+000                  5.4884376735263514E+000                  6.2179091064560266E-001                  8.4999665454629869E-001                  1.2966454152047264E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4416106108120124E-003                  9.3393731282184859E-003                  3.4416106108120089E-003                  9.3393731282184981E-003                  3.4999996637824926E-001                  1.3998508773510518E-001                                        0                                        0                                        6 
                                      83                                      399                  1.8664368911769000E+002                  1.4928621759052345E+000                  4.9999994270567583E-001                  3.2997648405130981E+001                 -9.5260987165984812E+000                  4.9999968714419352E-001                  9.9999943957545567E-001                  7.8128715386149850E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999943957545567E-001                  7.8128715386149850E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0336984427555240E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0336984427555240E+001                 -2.0336984427555240E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5730248435901144E+000                  1.5619444110330523E+000                  1.1581813547889230E+000                  1.8204965984060775E+000                 -8.1451706068508605E-006                  5.4903331242925244E+000                 -2.6618959962763138E+000                  1.0948585078708053E+001                 -2.6618959962763138E+000                  5.4903331242925244E+000                  6.2179048255496405E-001                  8.4999665454629891E-001                  1.2966454152047264E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4416106108120133E-003                  9.3393731282184877E-003                  3.4416106108120094E-003                  9.3393731282184981E-003                  3.4999995989397320E-001                  1.3998508514167096E-001                                        0                                        0                                        6 
                                      84                                      399                  2.2397243694122798E+002                  1.5720434219528592E+000                  4.9999993173187013E-001                  3.2997648395599256E+001                 -9.5316861574066021E+000                  4.9999967953320851E-001                  9.9999943957545567E-001                  7.8128716829439782E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999943957545567E-001                  7.8128716829439782E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0293712884400492E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0293712884400492E+001                 -2.0293712884400492E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5732375249457298E+000                  1.5578262931505955E+000                  1.1556969331364655E+000                  1.8254654321792647E+000                 -7.9705150650694221E-006                  5.4925734752102926E+000                 -2.6553185832988109E+000                  1.0957408063473487E+001                 -2.6553185832988109E+000                  5.4925734752102926E+000                  6.2178929811738159E-001                  8.4999665454629869E-001                  1.2966454152047264E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4416106108120120E-003                  9.3393731282184859E-003                  3.4416106108120094E-003                  9.3393731282184998E-003                  3.4999995221230901E-001                  1.3998508206933236E-001                                        0                                        0                                        6 
                                      85                                      398                  2.6876693432947360E+002                  1.6512246680004841E+000                  4.9999991876198946E-001                  3.2997648384333758E+001                 -9.5382886874097892E+000                  4.9999967046754640E-001                  9.9999943957545567E-001                  7.8128718827841226E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999943957545567E-001                  7.8128718827841226E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0242772038472427E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0242772038472427E+001                 -2.0242772038472427E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5734884042867008E+000                  1.5529742258456993E+000                  1.1527691408020739E+000                  1.8313210055825511E+000                 -7.7694541871333745E-006                  5.4952143796218262E+000                 -2.6475629810572938E+000                  1.0967810286931162E+001                 -2.6475629810572938E+000                  5.4952143796218262E+000                  6.2178662249099170E-001                  8.4999665454629891E-001                  1.2966454152047262E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4416106108120124E-003                  9.3393731282184877E-003                  3.4416106108120102E-003                  9.3393731282185016E-003                  3.4999994313339261E-001                  1.3998507843815214E-001                                        0                                        0                                        6 
                                      86                                      398                  3.2252033119536827E+002                  1.7304059140481090E+000                  4.9999990347445755E-001                  3.2997648371055170E+001                 -9.5460685357835793E+000                  4.9999965972412780E-001                  9.9999950831183837E-001                  7.8128721381354183E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999950831183837E-001                  7.8128721381354183E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0183002099960387E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0183002099960387E+001                 -2.0183002099960387E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5737872745350621E+000                  1.5472906190158742E+000                  1.1493295968904391E+000                  1.8382000801272365E+000                 -7.5399651299181717E-006                  5.4983179371275321E+000                 -2.6384458585736312E+000                  1.0980037279609363E+001                 -2.6384458585736312E+000                  5.4983179371275321E+000                  6.2178126281319601E-001                  8.4999665454629869E-001                  1.2966454152047264E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4416106108120115E-003                  9.3393731282184859E-003                  3.4416106108120089E-003                  9.3393731282184981E-003                  3.4999993243211996E-001                  1.3998507415809860E-001                                        0                                        0                                        6 
                                      87                                      398                  3.8702440743444191E+002                  1.8095871600957336E+000                  4.9999988551077024E-001                  3.2997648355452107E+001                 -9.5551916732464548E+000                  4.9999964701842187E-001                  9.9999950831183837E-001                  7.8128724156911744E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999950831183837E-001                  7.8128724156911744E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0113144702228549E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0113144702228549E+001                 -2.0113144702228549E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5741335476563902E+000                  1.5406236486474825E+000                  1.1453035654635861E+000                  1.8462521273778789E+000                 -7.2797809594104250E-006                  5.5019521563444345E+000                 -2.6277663320149158E+000                  1.0994358281755513E+001                 -2.6277663320149158E+000                  5.5019521563444345E+000                  6.2177147635429908E-001                  8.4999665454629869E-001                  1.2966454152047264E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4416106108120124E-003                  9.3393731282184877E-003                  3.4416106108120102E-003                  9.3393731282184964E-003                  3.4999991985753909E-001                  1.3998506912880157E-001                                        0                                        0                                        6 
                                      88                                      398                  4.6442929892133026E+002                  1.8887684061433585E+000                  4.9999986447861655E-001                  3.2997648337183811E+001                 -9.5658846594386358E+000                  4.9999963198441594E-001                  9.9999950831183837E-001                  7.8128727487580818E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999950831183837E-001                  7.8128727487580818E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0031864119275543E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0031864119275543E+001                 -2.0031864119275543E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5745252631097051E+000                  1.5328048617607679E+000                  1.1406107411136008E+000                  1.8556377578095482E+000                 -6.9875729306332305E-006                  5.5061901416261350E+000                 -2.6153080937741500E+000                  1.1011063150915113E+001                 -2.6153080937741500E+000                  5.5061901416261350E+000                  6.2175575661049565E-001                  8.4999665454629891E-001                  1.2966454152047264E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4416106108120115E-003                  9.3393731282184859E-003                  3.4416106108120089E-003                  9.3393731282184912E-003                  3.4999990513503143E-001                  1.3998506324042534E-001                                        0                                        0                                        6 
                                      89                                      401                  5.5731516870559631E+002                  1.9679496521909834E+000                  4.9999983995675706E-001                  3.2997648315884383E+001                 -9.5783962524070354E+000                  4.9999961426928341E-001                  9.9999950831183837E-001                  7.8128731040294497E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999950831183837E-001                  7.8128731040294497E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9937785976868899E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.9937785976868899E+001                 -1.9937785976868899E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5749518265099662E+000                  1.5236239391410664E+000                  1.1351671530032270E+000                  1.8665249127308732E+000                 -6.6625025309136629E-006                  5.5111084562010859E+000                 -2.6008436748541577E+000                  1.1030456007416676E+001                 -2.6008436748541577E+000                  5.5111084562010859E+000                  6.2173394108259350E-001                  8.4999665454629869E-001                  1.2966454152047262E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4416106108120111E-003                  9.3393731282184877E-003                  3.4416106108120085E-003                  9.3393731282184912E-003                  3.4999988796973008E-001                  1.3998505637503519E-001                                        0                                        0                                        6 
                                      90                                      399                  6.6877821244671554E+002                  2.0471308982386081E+000                  4.9999981150493028E-001                  3.2997648291171437E+001                 -9.5930207418376874E+000                  4.9999959361989704E-001                  9.9999955214170821E-001                  7.8128735370164293E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999955214170821E-001                  7.8128735370164293E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9829517108700212E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.9829517108700212E+001                 -1.9829517108700212E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5754297986741648E+000                  1.5129743103481974E+000                  1.1288863942783944E+000                  1.8790864054675867E+000                 -6.3056215103706410E-006                  5.5167864022992914E+000                 -2.5841362366991607E+000                  1.1052852523565869E+001                 -2.5841362366991607E+000                  5.5167864022992914E+000                  6.2170789624373080E-001                  8.4999665454629869E-001                  1.2966454152047264E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4416106108120107E-003                  9.3393731282184859E-003                  3.4416106108120094E-003                  9.3393731282184877E-003                  3.4999986805345118E-001                  1.3998504840937157E-001                                        0                                        0                                        6 
                                      91                                      399                  8.0253386493605865E+002                  2.1263121442862327E+000                  4.9999977866811418E-001                  3.2997648262649726E+001                 -9.6099511046424375E+000                  4.9999956945877139E-001                  9.9999955214170821E-001                  7.8128740477190206E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999955214170821E-001                  7.8128740477190206E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9705649524654277E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.9705649524654277E+001                 -1.9705649524654277E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5760164956409564E+000                  1.5009071576920667E+000                  1.1216794240167469E+000                  1.8935003174691740E+000                 -5.9206575864640131E-006                  5.5233063520765535E+000                 -2.5649386471817186E+000                  1.1078581410148916E+001                 -2.5649386471817186E+000                  5.5233063520765535E+000                  6.2168238350732596E-001                  8.4999665454629869E-001                  1.2966454152047260E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4416106108120115E-003                  9.3393731282184877E-003                  3.4416106108120107E-003                  9.3393731282184912E-003                  3.4999984506768012E-001                  1.3998503921604166E-001                                        0                                        0                                        6 
                                      92                                      401                  9.6304064792327040E+002                  2.2054933903338574E+000                  4.9999974097446442E-001                  3.2997648229909423E+001                 -9.6292251990385083E+000                  4.9999954109795480E-001                  9.9999955214170821E-001                  7.8128746139327632E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999955214170821E-001                  7.8128746139327632E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9564789184562017E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.9564789184562017E+001                 -1.9564789184562017E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5767689173982795E+000                  1.4874699931555382E+000                  1.1134559982338372E+000                  1.9099471362946896E+000                 -5.5123217823554991E-006                  5.5307525917313614E+000                 -2.5429992442341343E+000                  1.1107979888389684E+001                 -2.5429992442341343E+000                  5.5307525917313614E+000                  6.2166168912990616E-001                  8.4999665454629869E-001                  1.2966454152047264E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4416106108120102E-003                  9.3393731282184859E-003                  3.4416106108120111E-003                  9.3393731282184859E-003                  3.4999981868212510E-001                  1.3998502866294293E-001                                        0                                        0                                        6 
                                      93                                      400                  1.1556487875079242E+003                  2.2846746363814825E+000                  4.9999969794272714E-001                  3.2997648192532509E+001                 -9.6508857566176420E+000                  4.9999950800416620E-001                  9.9999955214170821E-001                  7.8128752800665779E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999955214170821E-001                  7.8128752800665779E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9405962989524397E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.9405962989524397E+001                 -1.9405962989524397E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5774806671284805E+000                  1.4716937368549798E+000                  1.1041443706231555E+000                  1.9285703541391401E+000                 -5.0806263828184840E-006                  5.5391900965201168E+000                 -2.5181252967128365E+000                  1.1141310538212206E+001                 -2.5181252967128365E+000                  5.5391900965201168E+000                  6.2164404883877367E-001                  8.4999665454629869E-001                  1.2966454152047262E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4416106108120111E-003                  9.3393731282184877E-003                  3.4416106108120102E-003                  9.3393731282184859E-003                  3.4999978855990893E-001                  1.3998501661533858E-001                                        0                                        0                                        6 
                                      94                                      397                  1.3867785550095091E+003                  2.3638558824291072E+000                  4.9999964920309137E-001                  3.2997648150197776E+001                 -9.6759736031519701E+000                  4.9999947035326525E-001                  9.9999963525591329E-001                  7.8128760350182347E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999963525591329E-001                  7.8128760350182347E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9228312741533802E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.9228312741533802E+001                 -1.9228312741533802E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5782569973267466E+000                  1.4538693924799901E+000                  1.0936795380391282E+000                  1.9494999769724572E+000                 -4.6346510753887131E-006                  5.5486810292877804E+000                 -2.4901289415248118E+000                  1.1178825374666152E+001                 -2.4901289415248118E+000                  5.5486810292877804E+000                  6.2162473635337168E-001                  8.4999665454629869E-001                  1.2966454152047264E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4416106108120111E-003                  9.3393731282184859E-003                  3.4416106108120107E-003                  9.3393731282184859E-003                  3.4999975444216375E-001                  1.3998500296969288E-001                                        0                                        0                                        6 
                                      95                                      403                  1.6641342760114110E+003                  2.4430371284767318E+000                  4.9999959440386965E-001                  3.2997648102599740E+001                 -9.7042627377762489E+000                  4.9999942694400262E-001                  9.9999963525591329E-001                  7.8128768787877334E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999963525591329E-001                  7.8128768787877334E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9030855251630133E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.9030855251630133E+001                 -1.9030855251630133E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5793386903391307E+000                  1.4348121910673655E+000                  1.0819875513080470E+000                  1.9728839028365843E+000                 -4.1874503956325158E-006                  5.5592981559097474E+000                 -2.4587796845075953E+000                  1.1220818448014564E+001                 -2.4587796845075953E+000                  5.5592981559097474E+000                  6.2160439561021852E-001                  8.4999665454629869E-001                  1.2966454152047264E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4416106108120115E-003                  9.3393731282184877E-003                  3.4416106108120120E-003                  9.3393731282184877E-003                  3.4999971608270869E-001                  1.3998498762754366E-001                                        0                                        0                                        6 
                                      96                                      402                  1.9947588259084614E+003                  2.5193350981433884E+000                  4.9999953354509274E-001                  3.2997648049738430E+001                 -9.7350118783219184E+000                  4.9999937784399495E-001                  9.9999963525591329E-001                  7.8128778224773043E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999963525591329E-001                  7.8128778224773043E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.8814896654517160E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.8814896654517160E+001                 -1.8814896654517160E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5803209756829659E+000                  1.4130128223570932E+000                  1.0691232962652408E+000                  1.9986123600608887E+000                 -3.7410595065627008E-006                  5.5709937730736234E+000                 -2.4242094902327205E+000                  1.1267106524363239E+001                 -2.4242094902327205E+000                  5.5709937730736234E+000                  6.2158262300915157E-001                  8.4999665454629869E-001                  1.2966454152047264E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4416106108120107E-003                  9.3393731282184859E-003                  3.4416106108120102E-003                  9.3393731282184859E-003                  3.4999967348156491E-001                  1.3998497058889953E-001                                        0                                        0                                        6 
                                      97                                      406                  2.2945064409492206E+003                  2.4767557362954622E+000                  4.9999948260258881E-001                  3.2997648005490291E+001                 -9.7696754492136897E+000                  4.9999933896946513E-001                  9.9999969381432596E-001                  7.8128786107356518E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999969381432596E-001                  7.8128786107356518E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.8633198742202676E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.8633198742202676E+001                 -1.8633198742202676E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5810316042116113E+000                  1.3940867633413752E+000                  1.0582390097000909E+000                  2.0203808889430483E+000                 -3.3961174152151105E-006                  5.5809028942206860E+000                 -2.3948936173880764E+000                  1.1306345246779697E+001                 -2.3948936173880764E+000                  5.5809028942206860E+000                  6.2156402322641324E-001                  8.4999665454629891E-001                  1.2966454152047264E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4416106108120115E-003                  9.3393731282184877E-003                  3.4416106108120107E-003                  9.3393731282184894E-003                  3.4999963782181209E-001                  1.3998495632651647E-001                                        0                                        0                                        6 
