   spec_id                                kic             teff          err_teff           logg          err_logg        feh            err_feh           afe            err_afe       ch              err_ch         nh             err_nh         dnu             err_dnu       numax         err_numax      mass          err_mass         age                       err_age

 20151012-KP192409N391242V01-12-049       5878798      4589.0019531    117.0625916        2.4974699      0.1044180     -0.2449061      0.0616217        0.1284130      0.0329912     -0.1913100      0.0679788     -0.2016440      0.0868683      4.1041698      0.0184600     35.3520584      0.4285200      1.0882409      0.1007929        9.6083800000000004       3.1988799999999999  

 20151012-KP192409N391242V02-12-034       5879114      4962.1230469     80.8509369        3.1834500      0.0953820      0.0212370      0.0605813       -0.0096983      0.0338528     -0.0573565      0.0667901      0.1218150      0.0816099     16.5578499      0.0274400    216.5884094      1.2898600      1.2027408      0.0588566        5.8660500000000004       1.5698099999999999  

 20151012-KP192409N391242V01-12-200       5879610      4888.9018555    119.2923965        2.7784500      0.1349190     -0.1835025      0.0823746        0.0987252      0.0422094     -0.1213630      0.0892473     -0.1564950      0.1056340      6.3964500      0.0172500     63.3047295      0.5643800      1.2564174      0.0931434        4.9256399999999996       1.5101000000000000  

 20151012-KP192409N391242V02-12-178       5880144      5083.1748047     70.1527176        3.3374100      0.1165630     -0.0449047      0.0644141        0.0315325      0.0365920     -0.0833127      0.0741694     -0.0179810      0.0882057     18.6537800      0.0826700    261.0783081      5.1482201      1.3811740      0.1347831        3.4560399999999998       0.8317670000000000  

         20140908-HIP96693_1-02-249       5881794      4364.0830078    171.3207703        2.4584301      0.1528550      0.0297754      0.0896213        0.0622215      0.0467590     -0.0178942      0.0992424      0.3635010      0.1098710      5.1867599      0.0144500     50.5424690      0.9351700      1.1496338      0.1443218       10.5132999999999990       4.1079600000000003  

 20151018-KP193708N401249V01-15-003       5882210      4941.0278320     89.3388901        2.9269400      0.1069490      0.0436207      0.0619244       -0.0356982      0.0339760     -0.1234850      0.0695969      0.2142030      0.0870012     11.0541801      0.0121800    135.8986969      1.3452700      1.4338143      0.0877869        3.3942600000000001       0.6658820000000000  

         20140908-HIP96693_2-01-133       5887977      4439.8452148    119.6083679        2.3959701      0.0774279      0.1138233      0.0537649        0.0106789      0.0277236     -0.0650873      0.0517317      0.3837160      0.0726087      3.1714001      0.0134500     27.4392204      0.4706400      1.3728105      0.1494030        5.1644300000000003       2.1800899999999999  

         20140908-HIP96693_1-07-023       5891982      4833.2348633     81.0395050        2.4656000      0.0774279     -0.4427813      0.0537649        0.0833716      0.0277236     -0.4821350      0.0517317     -0.4048780      0.0726087      4.4415002      0.0139400     40.5605011      0.4382700      1.3289710      0.0931888        3.5358399999999999       0.8589370000000000  

         20140908-HIP96693_2-07-068       5893765      4785.5346680     83.3673553        2.7931199      0.0774279     -0.0979315      0.0537649        0.0405889      0.0277236     -0.1663630      0.0517317     -0.0218563      0.0726087      6.4053702      0.0113100     65.2930374      0.5417800      1.2887515      0.0748595        4.6832200000000004       1.0298300000000000  

 20151008-KP194918N413456V04-03-016       5893926      4659.7436523     96.9329834        2.6682301      0.0774279      0.0837857      0.0537649        0.0102516      0.0277236     -0.0718100      0.0517317      0.2959410      0.0726087      4.8017702      0.0120800     46.4478989      0.7226700      1.3754809      0.1209631        4.1264200000000004       1.4397300000000000  

 20151008-KP194918N413456V04-06-090       5905907      4936.2661133     95.3660431        3.0042400      0.0774279     -0.5100126      0.0537649        0.1536640      0.0277236     -0.4560200      0.0517317     -0.5390180      0.0726087     10.9446096      0.0172100    120.4303284      0.6905100      1.0175481      0.0533909        9.2762300000000000       2.0449999999999999  

 20151004-KP185031N425443V02-01-175       5937398      4542.0888672    110.1959991        3.0651400      0.0740775      0.0217739      0.0544263        0.1538570      0.0273468      0.0943680      0.0525608      0.1063640      0.0746036     10.4972801      0.0183400    118.4945984      0.7681100      0.9428368      0.0592354       15.8462000000000000       2.5718899999999998  

 20151004-KP185031N425443V02-01-146       5938430      4430.0756836    132.3511963        2.6389599      0.0792389     -0.0537008      0.0567714        0.2173220      0.0298525      0.0212923      0.0602447      0.1074720      0.0758975      5.9275198      0.0158400     58.6772003      0.4074300      1.0753812      0.0820874       11.3417999999999990       3.1298699999999999  

 20131007-KP185031N425443V01-07-030       5939253      4777.8745117    106.9071121        2.7535601      0.1299220     -0.2547653      0.0707936        0.2135510      0.0379250     -0.1670890      0.0773238     -0.2651830      0.0913776      7.5814900      0.0160600     76.3991470      0.4917900      1.0346911      0.0634760        9.8857700000000008       2.3934600000000001  

 20151004-KP185031N425443V02-07-106       5940068      4505.8544922    107.5039673        2.8639500      0.0796931      0.1003791      0.0572524        0.0847422      0.0300211      0.0993170      0.0604442      0.2474320      0.0751411      8.3396702      0.0150600     90.7403336      0.6275100      1.0506490      0.0669870       12.6305000000000000       2.9099699999999999  

 20140602-KP190339N395439V01-16-089       5940228      4607.9877930    102.9371109        2.3621399      0.0790963     -0.1337287      0.0536068        0.0530529      0.0275446     -0.2189650      0.0589576     -0.0033890      0.0735513      3.0809700      0.0183700     26.7893105      0.3439900      1.5243621      0.1461552        2.7873000000000001       1.0036600000000000  

 20140602-KP190339N395439V02-16-081       5940587      4908.6279297     79.8935928        2.8429799      0.0912170     -0.1582734      0.0603165        0.0033286      0.0335281     -0.2457760      0.0661241     -0.0484109      0.0802618      9.0025702      0.0156500    102.9379578      0.5932000      1.3709325      0.0667039        3.7112500000000002       0.6230340000000000  

 20160512-HD185354N401925V01-13-151       5943448      4369.2407227    133.8410492        2.5563300      0.0835276      0.0169256      0.0588039        0.0470692      0.0303750     -0.1027870      0.0623999      0.2180610      0.0770824      4.3534398      0.0247200     37.2180481      0.4477000      0.9081870      0.0951319       15.7444000000000010       2.9518300000000002  

 20151011-KP192102N424113V03-05-208       5952890      4646.2216797     94.9692688        2.6904600      0.0757285     -0.1012108      0.0530541        0.0894318      0.0271782     -0.1201910      0.0582944     -0.0773252      0.0732077      5.2525101      0.0168500     49.9602585      0.6030100      1.1749088      0.0936420        7.5063300000000002       2.1168499999999999  

 20151011-KP192102N424113V03-05-078       5953386      4884.6459961     77.8037415        3.1177199      0.0848232     -0.0478675      0.0593277        0.0417420      0.0305730     -0.1073720      0.0631447     -0.0432383      0.0785763     11.9934301      0.0179800    140.4620972      0.7067500      1.1060491      0.0497543        7.8362200000000000       1.2383000000000000  

 20151011-KP192102N424113V04-08-214       5956977      4837.8007813     78.6053925        2.6972001      0.0774279     -0.3005220      0.0537649        0.2146400      0.0277236     -0.2229730      0.0517317     -0.2189460      0.0726087      5.7600598      0.0157200     58.8062096      0.5921700      1.4702902      0.0963016        3.1742200000000000       0.7010570000000000  

 20151018-KP193708N401249V01-14-128       5960630      4582.2348633    119.8945313        2.8959799      0.2496520      0.0344536      0.1378917        0.1935650      0.0666846      0.0131019      0.1448990      0.2391920      0.1542950      3.9037001      0.0212700     32.1655502      0.2850600      1.0199696      0.0893791       12.3818000000000000       3.5358100000000001  

20120615-kepler05B56094_keda2-12-24       5961755      5354.4272461    129.5771484        2.7806399      0.2026440     -1.7468283      0.1155362        0.2020790      0.0576960     -1.3486000      0.1282370     -1.2010100      0.1326880     10.3214302      0.0206100    105.9929581      0.7066300      1.0644834      0.0684330        5.6124299999999998       1.3573299999999999  

 20130926-KP192102N424113V02-07-097       5962323      4802.8969727     91.6976089        2.7885101      0.1072760     -0.2843943      0.0619636        0.2472050      0.0341035     -0.1677470      0.0698064     -0.3066970      0.0870185      8.1484699      0.0160100     84.6227722      0.6380900      1.0654346      0.0629870        8.8072700000000008       2.1696499999999999  

 20151011-KP192102N424113V04-07-185       5962451      4932.0073242    126.9519577        2.8942499      0.1467310      0.0634535      0.0872822       -0.0090058      0.0452397     -0.0678136      0.0959491      0.2668200      0.1086510      8.1629496      0.0115200     91.2279434      1.2059400      1.4527234      0.1219018        3.3347400000000000       0.9989230000000000  

 20151018-KP193708N401249V01-15-089       5964042      4861.3955078     61.8464394        2.5850699      0.1086490     -0.4117570      0.0621278        0.0629609      0.0346376     -0.3885170      0.0706840     -0.3458080      0.0870906      5.4508400      0.0148000     50.8286705      0.6963900      1.1782829      0.0837121        5.4481599999999997       1.4438100000000000  

 20151018-KP193708N401249V01-15-015       5967194      4728.7285156    100.2716293        3.0118999      0.1051770      0.3429534      0.0617125        0.0316609      0.0332865      0.3128530      0.0684641      0.6431370      0.0869081     13.0104799      0.0218300    166.8707733      0.7866200      1.2578969      0.0662415        6.0828800000000003       1.1617500000000001  

         20140908-HIP96693_2-07-124       5976266      4963.1030273     81.5321579        3.0859499      0.1346080     -0.1439047      0.0814074        0.0344799      0.0418403     -0.2075460      0.0882184     -0.1159350      0.1043980     14.3705597      0.0614900    183.3810577      1.4672101      1.2629292      0.0830498        5.1068300000000004       1.1790499999999999  

 20151008-KP194918N413456V04-04-179       5978435      4905.1567383     81.1047821        3.1369700      0.0909110      0.0391674      0.0603701       -0.0126318      0.0332598     -0.0805849      0.0660242      0.0441550      0.0805417     15.1530800      0.0521800    202.1708527      1.4805200      1.3237394      0.0801462        4.9279099999999998       0.9937170000000000  

         20140908-HIP96693_1-07-100       5981249      4643.9511719    133.6702271        3.0144999      0.1343340      0.1122533      0.0805549        0.0498749      0.0415150      0.1203710      0.0873114      0.3986400      0.1033080     12.6038198      0.0141200    156.8528442      0.9260100      1.1286339      0.0737763        9.3442100000000003       2.2592400000000001  

 20131005-KP194918N413456V02-08-058       5987871      5048.9643555     81.0034561        2.9349599      0.1036370     -0.2422441      0.0615295        0.0173390      0.0330003     -0.3167980      0.0678038     -0.2002390      0.0864772     10.6642599      0.0124000    130.6865845      1.1876301      1.5362009      0.0859954        2.7660200000000001       0.6830400000000000  

 20151004-KP185031N425443V02-01-163       6019590      4699.9624023    100.4666061        2.9416499      0.1036460     -0.0046914      0.0615306        0.0255383      0.0329993     -0.0578227      0.0678050      0.0460957      0.0864828      8.6805496      0.0285800     91.6001587      0.6159300      1.0191342      0.0666576       11.7786000000000010       2.2352799999999999  

 20160512-HD185354N401925V01-15-147       6022348      4982.3896484    137.3280945        2.9137001      0.1229990     -0.6075936      0.0674875        0.1091420      0.0372341     -0.5909880      0.0756891     -0.6244570      0.0897338      7.3759599      0.0164300     73.8253098      0.6940900      1.1389357      0.0893603        6.0428899999999999       1.8040900000000000  

 20151004-KP185031N425443V02-07-063       6023571      4670.9975586    118.8341293        3.0267799      0.1264240      0.3009124      0.0691231       -0.0034448      0.0375759      0.2410500      0.0764978      0.4747900      0.0905470     10.3957796      0.0231400    119.3980484      0.8688700      1.0960405      0.0755130       10.0037000000000000       3.1056100000000000  

 20151004-KP185031N425443V02-07-058       6023638      4702.5888672     90.6913452        2.7460001      0.0823994      0.0760806      0.0583477        0.0641389      0.0302027      0.0463696      0.0617514      0.1552390      0.0757816      6.0268502      0.0152600     59.5049706      0.8078400      1.1943195      0.0952877        7.3805199999999997       2.1032700000000002  

 20151004-KP185031N425443V02-07-078       6025031      4538.3212891    122.0270538        2.6668301      0.1169140      0.2615487      0.0645815        0.0152606      0.0366269      0.2347980      0.0742522      0.4648030      0.0882889      5.9202299      0.0158400     58.1682396      0.3795300      1.1134543      0.0786194        9.7350300000000001       2.9185800000000000  

 20140602-KP190339N395439V01-15-212       6025641      4662.5937500    103.7238083        2.7980399      0.1043140      0.4192104      0.0616093        0.0320097      0.0329509      0.3281940      0.0679126      0.8053760      0.0868628      9.8505898      0.0158200    121.2081604      0.7709000      1.4150394      0.0833080        4.4961000000000002       0.9307830000000000  

 20160518-HD190719N431855V01-01-028       6026983      4558.3813477    153.7210083        2.8610201      0.1555030      0.2345436      0.0906324        0.0263774      0.0474157      0.1679820      0.1006660      0.5739280      0.1103990      7.6862402      0.0133100     84.6432190      0.8500100      1.2268775      0.1075205        7.4594699999999996       2.8021699999999998  

 20140602-KP190339N395439V02-12-145       6028972      4446.6591797    120.0598831        2.0539401      0.0897754     -0.3401905      0.0605691        0.1383470      0.0322643     -0.3326920      0.0656538     -0.2757640      0.0815803      2.1771100      0.0146200     14.8890696      0.2799600      0.9577438      0.1185404       12.4360000000000000       3.8355700000000001  

 20140602-KP190339N395439V02-12-083       6029474      4559.5253906    103.8332748        2.7811401      0.0792096      0.1492481      0.0561213        0.0619019      0.0293784      0.1153180      0.0599803      0.3256040      0.0754155      7.1685500      0.0141200     75.4135208      0.4995500      1.1374043      0.0704173        8.6845599999999994       2.2440699999999998  

 20130926-KP192102N424113V02-02-239       6033938      4802.1679688     82.4848862        3.1854401      0.0643450      0.1029265      0.0535658        0.0570052      0.0294233      0.0925858      0.0575226      0.2370950      0.0693730     13.2651501      0.0129300    162.5730743      0.7699500      1.1027166      0.0483783        8.2509200000000007       1.4983900000000001  

 20151011-KP192102N424113V03-02-232       6034084      4644.1655273    112.7027512        2.9055901      0.1099940      0.0455549      0.0622887        0.0483968      0.0351609     -0.0854505      0.0715438      0.2100480      0.0871613     11.4903698      0.0236300    142.5398254      0.7356800      1.1992332      0.0720872        7.3682900000000000       1.4780899999999999  

 20151011-KP192102N424113V03-05-219       6034166      4557.9638672    102.3452225        2.9316199      0.0717819      0.4492148      0.0551281        0.0241524      0.0291457      0.3939140      0.0536869      0.7550660      0.0769556      8.9930201      0.0137400    106.4588318      0.8667100      1.3105881      0.0841613        5.8804699999999999       1.1267100000000001  

 20151011-KP192102N424113V04-05-025       6038512      4821.8149414    106.0695343        2.3830400      0.0922537     -0.6050480      0.0602220        0.2047130      0.0341758     -0.6274050      0.0664059     -0.6216980      0.0797653      3.3947101      0.0150800     28.5805798      0.5560100      1.3446422      0.1467380        3.7847900000000001       1.5365500000000001  

 20151012-KP192409N391242V01-11-105       6041223      4467.7480469    115.0283051        2.6589501      0.0774279      0.1330910      0.0537649        0.0614902      0.0277236      0.1456940      0.0517317      0.3483580      0.0726087      5.5153599      0.0093700     53.8473091      0.6626100      1.1311251      0.0931269        9.5176599999999993       2.6504799999999999  

 20151018-KP193708N401249V01-16-098       6043187      4640.4052734     99.5702820        2.7908700      0.0840803      0.0736030      0.0590274        0.0532631      0.0304595      0.0242453      0.0627177      0.2508220      0.0777197      6.2485099      0.0154300     63.3872795      0.6112400      1.2073370      0.0857116        6.3760399999999997       1.7503700000000000  

 20130519-KP192102N424113V01-07-177       6044054      4840.2871094     82.2236557        2.8119199      0.0728003     -0.4468700      0.0550643        0.2430310      0.0286797     -0.3691970      0.0531205     -0.5435600      0.0769238      7.2620401      0.0142900     72.3762589      0.4481000      1.0781215      0.0559824        7.9158299999999997       1.7370300000000001  

 20151011-KP192102N424113V03-07-130       6044646      4660.9628906     88.3160019        2.3703301      0.0791369     -0.3909532      0.0545074        0.1050170      0.0282015     -0.3456090      0.0593239     -0.3531950      0.0742191      2.9834800      0.0202600     22.8554592      0.3758500      1.0717760      0.1124495        8.3547200000000004       2.8013400000000002  

 20151011-KP192102N424113V03-07-198       6044684      4957.8315430     81.0333252        2.9506900      0.0949667     -0.1314812      0.0605336        0.0339460      0.0338956     -0.2206050      0.0667391     -0.0832752      0.0813650      9.2929201      0.0214300    104.2219467      1.9312201      1.3166666      0.1176187        3.9672700000000001       1.2180899999999999  

 20151011-KP192102N424113V04-07-136       6045721      4981.1650391     76.9037094        2.8622501      0.0871268     -0.3864776      0.0602591        0.0672583      0.0309250     -0.3670810      0.0644690     -0.4117880      0.0812325      8.7197399      0.0158600     94.7529526      0.9664500      1.2591428      0.0768491        4.4143200000000000       1.0266800000000000  

 20151008-KP194918N413456V04-03-196       6057532      4724.6870117     88.3300476        2.5968900      0.0774279      0.2281138      0.0537649       -0.0220730      0.0277236      0.0374486      0.0517317      0.5151350      0.0726087      4.8641000      0.0226400     48.5474815      1.0872200      1.5623908      0.1778721        3.1032999999999999       1.2317899999999999  

 20151008-KP194918N413456V05-03-185       6058700      4758.8398438     95.9159622        2.6836300      0.1049800      0.0524192      0.0616890       -0.0136517      0.0332101     -0.0884188      0.0683385      0.2197850      0.0868978      5.3136401      0.0153800     53.6807404      0.5965200      1.4893055      0.1119181        3.0918199999999998       0.8570490000000000  

 20151008-KP194918N413456V04-04-195       6060703      4855.3925781     79.5848465        3.1396899      0.0774279     -0.0047281      0.0537649        0.0427516      0.0277236     -0.0300808      0.0517317     -0.0456294      0.0726087     11.2192698      0.0149300    129.5834961      0.7175100      1.1214812      0.0521720        7.3179100000000004       1.4261400000000000  

   20120617-kepler08B56096_2-12-225       6060867      4923.5561523    132.5400848        2.6293001      0.1601080     -0.0562098      0.0923912        0.0170843      0.0485582     -0.1429810      0.1031420      0.0394333      0.1113160      6.2665701      0.0156700     66.1973190      0.7022900      1.5610782      0.1283343        2.6798299999999999       0.8257470000000000  

 20151008-KP194918N413456V05-04-176       6061867      4919.3979492     77.4598312        3.0899000      0.0671588     -0.1032634      0.0520187        0.0311555      0.0282240     -0.1293410      0.0527897     -0.1177240      0.0737376      9.9536800      0.0200200    112.0001984      0.5485000      1.2230095      0.0566937        5.2568299999999999       0.8609100000000000  

 20151008-KP194918N413456V04-04-119       6063745      4704.4052734     84.7190475        2.8233199      0.0660788     -0.1787192      0.0539677        0.1897540      0.0290372     -0.0869618      0.0564860     -0.2130820      0.0716493      7.2512202      0.0132100     72.7618408      0.5353500      1.0268744      0.0578874       10.6045000000000000       2.3290799999999998  

 20131007-KP185031N425443V01-05-094       6099979      4492.9809570    112.2843170        2.5642700      0.0848505      0.0351263      0.0593388        0.0524938      0.0305772      0.0109165      0.0631605      0.2292190      0.0786078      4.5462399      0.0117700     41.6454201      0.4778800      1.1457068      0.0942542        8.4123699999999992       2.8440200000000000  

 20151004-KP185031N425443V02-07-112       6103082      5057.2114258     70.3032227        3.2461700      0.0721983      0.0617731      0.0526784       -0.0104567      0.0269361     -0.0089134      0.0576408      0.1873750      0.0729998     16.2707195      0.0415500    217.6078033      2.0239999      1.3373753      0.0788656        3.7884000000000002       0.6161820000000000  

 20140602-KP190339N395439V01-16-157       6104786      4921.0590820     76.4356308        3.1652400      0.0728942     -0.2391055      0.0527525        0.0876697      0.0269838     -0.2486540      0.0577696     -0.3549620      0.0730408     13.8989601      0.0288800    167.8217163      0.6502000      1.0549713      0.0456096        8.1996400000000005       1.3255399999999999  

 20130926-KP192102N424113V02-05-216       6116318      4490.9687500    113.3944092        2.4863501      0.0774279      0.3927765      0.0537649        0.0906747      0.0277236      0.4025430      0.0517317      0.7187080      0.0726087      4.2429199      0.0437700     38.8270111      0.5281500      1.2481083      0.1497057        7.4563600000000001       3.0748799999999998  

 20151011-KP192102N424113V03-05-100       6116517      4603.8759766     99.5928955        2.8007801      0.0790995      0.4102919      0.0536777        0.0692765      0.0275963      0.3632430      0.0589864      0.6317740      0.0736039     10.0377998      0.0129700    116.4395905      0.6997900      1.1425530      0.0635794        9.1687200000000004       1.9078299999999999  

 20151011-KP192102N424113V03-05-099       6117196      4751.8696289     92.9044876        3.0119500      0.0998756      0.1418046      0.0610975        0.1132110      0.0333887      0.1555910      0.0673419      0.2689700      0.0842594     10.2254696      0.0166800    115.9830627      0.4952200      1.1078707      0.0539100        8.5976400000000002       1.5253600000000000  

 20151011-KP192102N424113V04-05-083       6117517      4646.2475586     93.4959106        2.9838901      0.0774279      0.3951213      0.0537649        0.0400421      0.0277236      0.3379680      0.0517317      0.6726160      0.0726087     10.0755796      0.0169700    118.1082993      0.6628400      1.1803612      0.0634536        7.5232900000000003       1.3228100000000000  

 20151012-KP192409N391242V01-11-168       6118479      4802.4448242     81.7899933        2.7611699      0.0774279      0.0515348      0.0537649       -0.0061911      0.0277236     -0.0773795      0.0517317      0.2374450      0.0726087      5.9368100      0.0207700     63.1289597      0.7176000      1.5709441      0.1156875        2.5972100000000000       0.6295460000000001  

 20151011-KP192102N424113V03-05-134       6118789      4459.5322266    114.3452911        2.5830600      0.0675500      0.3254397      0.0525426        0.0430974      0.0264854      0.2919460      0.0549195      0.5666270      0.0728221      4.9932098      0.0090700     47.0823784      0.7180200      1.1280947      0.1031955        9.6613799999999994       3.0363899999999999  

 20151011-KP192102N424113V04-05-150       6118941      4846.1245117     79.2450409        3.0724900      0.0800366     -0.1759922      0.0573609        0.0609672      0.0299611     -0.2142090      0.0604915     -0.2593170      0.0743694     10.5074100      0.0191600    116.7968063      0.6443800      1.0571069      0.0511360        9.1465499999999995       1.7575000000000001  

 20151011-KP192102N424113V04-05-009       6119179      4684.1005859    126.1088333        2.7922499      0.2437830     -0.0652104      0.1350990        0.0356081      0.0655623     -0.1414640      0.1428180     -0.0811160      0.1515960     13.4798698      0.0191900    172.3047943      1.1110300      1.1734897      0.0767728        7.8306800000000001       2.0940099999999999  

 20151011-KP192102N424113V03-05-144       6119774      4791.8188477     84.0269623        2.9873500      0.0774279      0.0531638      0.0537649       -0.0068285      0.0277236     -0.1025410      0.0517317      0.1178490      0.0726087      9.6089497      0.0162700    111.2193985      0.6861100      1.2731553      0.0656732        5.1336199999999996       0.8396220000000000  

 20151018-KP193708N401249V01-16-019       6122692      4635.7578125    135.9189301        2.6758201      0.1345650     -0.0259250      0.0812732        0.0543769      0.0417891     -0.0890586      0.0880756      0.1499640      0.1042260      4.7902098      0.0118100     44.9416809      0.4522600      1.2376690      0.1040027        6.3244199999999999       2.0826600000000002  

 20151012-KP192409N391242V01-11-104       6122861      4806.5029297     90.9550018        2.8608601      0.1053020      0.0132592      0.0617275        0.0360113      0.0333353     -0.0513318      0.0685443      0.0614469      0.0869147      7.2782602      0.0129800     74.6982880      0.5264800      1.1494437      0.0651307        6.4498400000000000       1.3894800000000000  

 20151012-KP192409N391242V01-11-031       6123202      4422.9882813    121.1665573        2.6971800      0.0774279      0.2485978      0.0537649        0.0505358      0.0277236      0.2323920      0.0517317      0.4867430      0.0726087      5.4404602      0.0143700     54.2015190      0.3787800      1.2021823      0.0873054        7.8901800000000000       2.1273800000000000  

     20120615-kepler05B56094-12-230       6124625      4936.8886719    135.4515686        2.8118300      0.1630380     -0.1623489      0.0937708        0.0981868      0.0491822     -0.2110380      0.1047350     -0.1044930      0.1124660      8.1104002      0.0121000     92.4322433      0.9094300      1.5517939      0.1189283        3.0218500000000001       0.8580730000000000  

 20130519-KP192102N424113V01-07-142       6126289      4849.2661133     93.3234329        2.9696000      0.1072710     -0.0138216      0.0619630       -0.0196311      0.0341014     -0.1278560      0.0698029      0.1331570      0.0870182      4.6633501      0.0278000     44.2053490      0.7215300      1.4706161      0.1495315        2.9961500000000001       1.0075700000000001  

 20151011-KP192102N424113V03-06-123       6126808      4669.8408203     93.7611847        3.1032801      0.0774279      0.2680226      0.0537649        0.0429423      0.0277236      0.2124220      0.0517317      0.4750070      0.0726087     12.9709196      0.0222000    162.5888062      0.7260100      1.1298374      0.0568976        8.5299600000000009       1.5385800000000001  

 20130519-KP192102N424113V01-07-146       6127486      4483.0214844    136.9557648        2.6390500      0.1199190      0.4507360      0.0660167        0.0695642      0.0369268      0.4581710      0.0749618      0.7644270      0.0890025      5.1970100      0.0200300     49.6139183      0.9896600      1.1490090      0.1391255        9.7802500000000006       3.6280399999999999  

 20151018-KP193708N401249V01-15-165       6128327      4855.6132813     90.4394455        3.0247500      0.1371130     -0.0783549      0.0836091        0.0514461      0.0428538     -0.0722085      0.0907774     -0.0377654      0.1067340      8.5829697      0.0160700     93.2429810      0.6687800      1.2341310      0.0702778        5.6728800000000001       1.1794199999999999  

         20140908-HIP96693_2-02-232       6129632      5032.3076172     72.1098480        2.9758699      0.0774279     -0.0850435      0.0537649        0.0297860      0.0277236     -0.1723390      0.0517317      0.0313343      0.0726087     11.0898800      0.0161600    156.0635376      2.0539899      2.2716260      0.1517594        1.0430400000000000       0.1870910000000000  

 20151008-KP194918N413456V05-03-194       6139471      5050.3720703     70.6164093        3.2870400      0.0876871      0.0638270      0.0604856       -0.0653413      0.0310106     -0.1087610      0.0647911      0.1045050      0.0818785     16.8154602      0.0365200    243.6943054      2.4437399      1.6349866      0.0976815        2.4246300000000001       0.5947620000000000  

 20151008-KP194918N413456V04-03-197       6139561      4669.6801758     92.9583359        2.9684200      0.0728906      0.2530456      0.0517140        0.0508282      0.0277305      0.2743900      0.0507902      0.5064240      0.0723730      7.9940801      0.0118500     96.0687714      1.3943599      1.6237687      0.1288170        3.1671399999999998       0.8712380000000000  

 20151018-KP193708N401249V01-12-220       6141488      4970.6645508     95.1842041        3.1179700      0.1156050     -0.0070198      0.0639566       -0.0191217      0.0364964     -0.1205410      0.0739432      0.0521429      0.0879782     14.4205103      0.0170700    193.6094666      2.1152999      1.4638855      0.0969612        3.5374599999999998       0.7053100000000000  

         20140908-HIP96693_2-07-192       6142964      4528.7226563    103.6138153        2.7111199      0.0774279      0.3384308      0.0537649        0.0426007      0.0277236      0.3608290      0.0517317      0.6232560      0.0726087      5.8450599      0.0132600     59.1567917      0.5305400      1.2373594      0.0869843        7.0669599999999999       1.9339000000000000  

 20151008-KP194918N413456V04-04-167       6143256      4968.0224609     58.6216202        3.0860801      0.0687404     -0.1468704      0.0528352        0.0480311      0.0265241     -0.1747900      0.0544286     -0.1689410      0.0729428      9.9952297      0.0194200    116.9102478      0.6623400      1.3804456      0.0586241        3.4919699999999998       0.5809630000000000  

 20151008-KP194918N413456V04-08-034       6148210      4805.2685547    100.3519211        3.1914699      0.1092680      0.1496374      0.0622019        0.0308345      0.0348784      0.0618603      0.0710797      0.2090180      0.0871231     17.3044205      0.0363100    227.7952118      1.4318300      1.0870655      0.0636755        9.4063300000000005       2.6515700000000000  

 20151004-KP185031N425443V02-08-202       6183076      5034.5708008     83.2562866        2.6080999      0.1320840     -1.6077091      0.0735534        0.2244060      0.0388433     -1.4628299      0.0798631     -1.2291700      0.0943604      7.7587099      0.0205400     73.1501312      0.7277400      0.9065636      0.0591447       11.4156999999999990       2.6513700000000000  

 20151004-KP185031N425443V02-07-060       6185456      4655.3100586    105.7947845        2.9784200      0.1028460      0.0763362      0.0614387        0.1634190      0.0330820      0.1611440      0.0677067      0.1765520      0.0860111     10.6436100      0.0163200    120.9790192      0.5173100      1.0271279      0.0544889       12.4774999999999990       2.6810100000000001  

 20151004-KP185031N425443V02-07-069       6185790      4587.2734375    108.1868286        2.5298901      0.0717672     -0.0529164      0.0535791        0.0567848      0.0266224     -0.0983527      0.0531806      0.0353228      0.0732498      4.6728001      0.0129300     42.4747887      0.5025800      1.1253639      0.0922143        8.3300500000000000       3.0711200000000001  

 20151004-KP185031N425443V02-07-126       6187304      4785.0810547    101.3115234        3.0864601      0.1105680      0.1943326      0.0623573        0.0626666      0.0353841      0.1820340      0.0719104      0.4302920      0.0871914      9.8617802      0.0216800    114.8686600      0.7624100      1.2730510      0.0769735        5.5083200000000003       1.0801300000000000  

 20140602-KP190339N395439V02-11-083       6188073      4525.4760742    106.7635269        2.9199400      0.0834334      0.4487334      0.0587658        0.0547512      0.0303607      0.4061380      0.0623458      0.7629850      0.0769738      9.1904001      0.0153200    106.2876282      0.5880900      1.1777111      0.0690779        8.0298499999999997       1.9082200000000000  

 20151011-KP192102N424113V04-05-237       6196374      4689.9868164     82.7138596        2.5822201      0.0730654     -0.1654851      0.0549319        0.1919960      0.0284030     -0.0986392      0.0530043     -0.1018920      0.0764422      4.8159099      0.0162100     42.3379097      0.2855400      1.0195776      0.0613287       10.4567999999999990       2.4132500000000001  

 20151011-KP192102N424113V03-05-228       6196739      4503.3076172    126.3435516        2.4618599      0.1176340      0.1308701      0.0649255        0.0948311      0.0366988      0.1216800      0.0744222      0.2711270      0.0884599      4.3156700      0.0176000     37.8648605      0.6537100      1.0640835      0.1172504       11.3343000000000010       4.0880000000000001  

