   spec_id                                kic             teff          err_teff           logg          err_logg        feh            err_feh           afe            err_afe       ch              err_ch         nh             err_nh         dnu             err_dnu       numax         err_numax      mass          err_mass         age                       err_age

 20140929-KP192323N501616V03-13-018       12264089      4588.7226563    109.4380951        2.5838001      0.0791704     -0.1266730      0.0552506        0.0371123      0.0287434     -0.1603490      0.0596262      0.0305089      0.0747700      4.5911498      0.0141800     41.1278610      0.3044600      1.0895829      0.0766375       8.8769200000000001       2.6059700000000001  

 20151001-KP194045N483045V04-11-137       12264780      4794.9111328     82.5001373        3.1165500      0.0792459      0.0500780      0.0569278        0.0650637      0.0299665      0.0299414      0.0603083      0.1758670      0.0760134     11.6489801      0.0240800    136.5682831      0.8547300      1.0895027      0.0575836       8.7644699999999993       1.9462900000000001  

 20151001-KP194045N483045V03-11-143       12264822      4595.5957031    150.1906738        2.3924401      0.1515950     -0.1514243      0.0891400        0.1299020      0.0464464     -0.1266550      0.0985647     -0.0529407      0.1096200      4.7953300      0.0172100     42.7099686      0.5786400      1.0285995      0.1069971      11.5231999999999990       3.7538600000000000  

 20151001-KP194045N483045V04-11-209       12265709      4783.4956055     83.8523941        2.5798900      0.0913261     -0.3886020      0.0602974        0.1110310      0.0336237     -0.3698560      0.0661596     -0.3459570      0.0801621      3.9300399      0.0181200     33.1649284      0.7087600      1.1529332      0.1254958       6.1352799999999998       2.5042399999999998  

 20140929-KP192323N501616V03-14-119       12300740      4952.8339844    120.6239548        2.4653299      0.0892428     -0.5737265      0.0606625        0.2257700      0.0317974     -0.5328070      0.0654800     -0.5075830      0.0820673      3.6814201      0.0144600     31.8782196      0.4844700      1.4562240      0.1424707       2.7430400000000001       1.0226299999999999  

   20140917-KP192323N501616V-14-110       12301040      4871.7421875    141.0234833        2.7244899      0.1819830     -0.3724228      0.1044348        0.2139020      0.0533501     -0.2779630      0.1162500     -0.2054990      0.1223740      5.9003501      0.0119300     55.1475296      0.5950000      1.1156915      0.0935800       7.6048200000000001       2.6348900000000000  

 20150529-KP192323N501616V04-14-144       12301901      4330.1948242    185.7481995        2.6255500      0.2057570     -0.1982781      0.1170060        0.1650250      0.0582912     -0.1911820      0.1293390     -0.0051274      0.1341110      5.5396800      0.0161400     52.3924599      0.7014900      0.9556642      0.1110153      13.9812999999999990       3.5171700000000001  

 20150529-KP192323N501616V04-14-076       12303050      4862.0131836     90.2823868        2.7454700      0.0798627     -0.4885035      0.0573059        0.2359150      0.0299915     -0.3970070      0.0604676     -0.4581940      0.0747600      8.6828299      0.0124900     89.1250610      0.5984100      0.9927034      0.0533579       9.9894200000000009       2.2490899999999998  

 20150529-KP192323N501616V05-15-245       12304634      4613.1943359    112.7065048        2.5647199      0.1059800      0.0407559      0.0618085        0.0775559      0.0335988      0.0519527      0.0689773      0.2756840      0.0869503      7.0391402      0.0114600     73.0397186      0.6001400      1.1288118      0.0765436       8.3747399999999992       2.5540600000000002  

   20140917-KP192323N501616V-14-094       12351851      4744.9433594     83.9767303        2.8208201      0.1429160     -0.1647625      0.0858255        0.1352480      0.0442934     -0.1062650      0.0938980      0.0055717      0.1078910      6.8889098      0.0240300     69.2238693      0.4340600      1.1158527      0.0661826       7.7314400000000001       1.6738400000000000  

 20150529-KP192323N501616V05-14-081       12352536      4276.4326172    156.8757477        2.0757699      0.0796107     -0.3934084      0.0572263        0.2905550      0.0300355     -0.2734400      0.0604328     -0.1922420      0.0753263      2.2444699      0.0125400     15.3410902      0.2404900      0.8640202      0.1074863      15.5162000000000000       3.2088600000000000  

 20150529-KP192323N501616V04-15-176       12355700      4646.8520508     98.2154922        2.7222199      0.0668085      0.2678128      0.0521048        0.0492964      0.0265665      0.2357020      0.0566429      0.4920100      0.0726822      7.7075000      0.0149800     81.9350891      0.7352500      1.1386447      0.0756047       8.4592500000000008       2.0401699999999998  

 20140929-KP192323N501616V03-15-111       12356227      4341.7890625    142.9320526        2.3459301      0.1315740     -0.1493079      0.0719654        0.1642470      0.0382373     -0.0379194      0.0781738     -0.0311622      0.0923310      3.2384701      0.0272900     26.1950092      0.3813800      1.0343900      0.1311246      12.1227000000000000       4.0857900000000003  

 20150530-KP190651N485531V02-11-046       12401315      4623.0346680    125.1530838        2.4298201      0.1320480     -0.0684304      0.0734402        0.0701100      0.0388001     -0.1357890      0.0797427      0.0919558      0.0942158      3.3758199      0.0133500     28.3286705      0.3972400      1.2440206      0.1225279       5.9127799999999997       2.1908699999999999  

 20150529-KP192323N501616V04-15-089       12403961      4688.5585938     82.8181610        2.3409600      0.0797186     -0.5236301      0.0572604        0.1094200      0.0300166     -0.4928490      0.0604477     -0.4538170      0.0750838      2.5187600      0.0132000     18.2789402      0.5027100      1.0794367      0.1402889       7.3013100000000000       3.2318500000000001  

 20150529-KP192323N501616V04-15-025       12405535      4932.0161133     91.9514923        2.9358301      0.1106880     -0.1736338      0.0623717        0.0633334      0.0354307     -0.2114050      0.0719871     -0.1525170      0.0871977      8.2355003      0.0195100     87.6698303      0.6130700      1.2368013      0.0722546       4.9793399999999997       1.0668700000000000  

 20140927-KP192323N501616V02-15-150       12406680      4717.2983398     89.1735840        2.5536599      0.0787581     -0.1191311      0.0533765        0.0411055      0.0273859     -0.1745620      0.0588553     -0.0176475      0.0733862      4.8443298      0.0145600     45.1281395      0.6586100      1.2444345      0.1047319       5.4807399999999999       1.7138199999999999  

 20150529-KP192323N501616V05-15-145       12406960      4762.4970703    104.6641998        2.8939199      0.1134680      0.1628694      0.0629360        0.0558755      0.0362831      0.1223430      0.0734385      0.3292170      0.0874708      9.7928200      0.0343300    113.1178970      0.8019600      1.2303154      0.0839769       5.9360700000000000       1.4798500000000001  

 20150529-KP192323N501616V04-15-130       12407468      4774.3442383     85.8335342        2.9252901      0.0774279      0.1772285      0.0537649       -0.0087707      0.0277236      0.0355999      0.0517317      0.4108460      0.0726087      9.1939096      0.0156000    109.4813766      1.4695300      1.4444541      0.1069216       3.7718200000000000       1.0201100000000001  

 20150529-KP192323N501616V05-15-130       12407512      4728.7656250    124.2829514        2.4143500      0.1370220     -0.5598237      0.0835746        0.2640080      0.0428314     -0.5083620      0.0907289     -0.6159570      0.1067160      4.9249902      0.0237600     42.3534698      0.7861500      0.9334626      0.1067936      13.0279000000000010       3.7756900000000000  

 20150529-KP192323N501616V05-16-078       12455334      4698.5776367     90.4415512        2.9336300      0.0807569      0.3523788      0.0576837        0.0183807      0.0299517      0.2946560      0.0608072      0.7437370      0.0738877     11.8998098      0.0138500    160.8020172      2.0657101      1.5762737      0.1135981       3.7402199999999999       0.7144730000000000  

 20140927-KP192323N501616V02-15-098       12457926      5079.6083984     87.6376343        3.1625400      0.0730482     -0.4010649      0.0549405        0.0691775      0.0284210     -0.3508720      0.0530119     -0.4964260      0.0764735     12.4207401      0.0246700    145.2798767      0.8364800      1.1656474      0.0595613       5.3424899999999997       1.0244899999999999  

 20150529-KP192323N501616V04-15-129       12459622      4451.8120117    114.7013321        2.5219700      0.0774279      0.3163243      0.0537649        0.0343093      0.0277236      0.2673070      0.0517317      0.6021030      0.0726087      4.9453502      0.0116900     47.8887596      0.5103500      1.2315623      0.0986161       6.8669799999999999       1.9903900000000001  

 20140929-KP192323N501616V03-16-010       12504153      4516.6328125    145.2865601        2.4560001      0.1315660     -0.1604721      0.0719409        0.2133810      0.0382280     -0.0837130      0.0781477      0.0001821      0.0922997      4.8953199      0.0201600     44.5006409      0.2451700      1.0416811      0.0846381      11.1050000000000000       3.1113300000000002  

 20150529-KP192323N501616V04-16-099       12505707      4698.4057617     90.4833298        3.0260799      0.0873617      0.3125266      0.0603541        0.0229586      0.0309609      0.2497160      0.0646040      0.6072900      0.0815033     12.1225796      0.0194100    148.8770447      0.6671800      1.1548918      0.0562851       7.6443700000000003       1.9539500000000001  

 20140929-KP192323N501616V03-16-091       12552858      5229.9731445     60.9325867        3.0834301      0.0917184      0.0542155      0.0602286       -0.0016981      0.0339676     -0.0233578      0.0662876      0.2199520      0.0798033     12.3312397      0.0157600    156.9529572      1.8930500      1.6810384      0.0987979       1.3999600000000001       0.1414180000000000  

 20140929-KP192323N501616V03-16-089       12553381      4742.7241211    128.3315430        2.5146899      0.1335230     -0.5760525      0.0780303        0.1820170      0.0405517     -0.5125140      0.0846258     -0.6409380      0.1000820      5.5092402      0.0179900     50.0596809      0.4321900      0.9820319      0.0781207      11.4174000000000010       3.1582800000000000  

 20150529-KP192323N501616V04-15-167       12555638      5046.4848633     77.0042419        3.1329401      0.0774279     -0.3113016      0.0537649        0.0613224      0.0277236     -0.3260360      0.0517317     -0.3186590      0.0726087     12.4920597      0.0139100    152.7003632      1.4983000      1.2984946      0.0737267       3.9232100000000001       0.8540750000000000  

 20150529-KP192323N501616V04-15-156       12555826      4425.3530273    120.4023590        2.7937400      0.0729359      0.1912143      0.0549966        0.1191360      0.0285382      0.2334870      0.0530611      0.3986450      0.0766775      6.6143799      0.0162800     66.9214706      0.5414400      1.0283060      0.0770493      14.0695999999999990       3.1729599999999998  

 20140929-KP192323N501616V03-15-042       12557207      4737.3471680     86.0354462        2.7994800      0.0841423     -0.0734688      0.0590524        0.2113450      0.0304690      0.0603040      0.0627533      0.0599436      0.0777912      8.0271902      0.0205600     84.6918716      0.6230000      1.1130797      0.0662895       8.3484800000000003       1.9782500000000001  

 20140927-KP192323N501616V02-16-194       12598909      4601.1557617    126.3717041        2.7859399      0.1268940      0.2382992      0.0693474        0.0513761      0.0376228      0.1758490      0.0766087      0.4491900      0.0906586      5.9247398      0.0149200     57.5885201      0.7660200      1.1021395      0.1004883      10.4602000000000000       3.4581900000000001  

   20140917-KP192323N501616V-16-197       12599612      4595.8276367    105.9459534        2.7071400      0.0651871      0.0261170      0.0519618        0.0549473      0.0264087     -0.0054179      0.0558938      0.2002440      0.0725824      5.4211402      0.0096700     51.7929001      0.7029200      1.1316460      0.0932807       8.7344299999999997       2.3328099999999998  

   20140917-KP192323N501616V-16-151       12600463      4779.5771484    105.3477402        2.9289899      0.1199140      0.0678767      0.0660145        0.0226857      0.0369264     -0.0009758      0.0749607      0.2127880      0.0890014     11.1635103      0.0238900    131.5917511      0.6526000      1.1398469      0.0644010       7.2532899999999998       1.7225800000000000  

   20140917-KP192323N501616V-15-151       12601771      4877.3901367     79.5256348        3.2160900      0.0643777     -0.0292214      0.0535574        0.0456757      0.0294440     -0.0246490      0.0576101     -0.1496080      0.0691807     14.1007900      0.1275600    176.2951050      1.0670800      1.1622714      0.0915882       6.6735800000000003       1.9642500000000001  

   20140917-KP192323N501616V-15-220       12602404      4617.0195313    107.8503036        2.0671101      0.0711009     -0.6135041      0.0534154        0.2602040      0.0266007     -0.5541000      0.0534553     -0.6120290      0.0731822      1.9620200      0.0186600     13.1216202      0.2193400      1.0600687      0.1306313       8.5834700000000002       3.6441900000000000  

 20140929-KP192323N501616V03-16-194       12643757      4738.7792969    148.1456146        2.8960199      0.1654580     -0.0004301      0.0951328        0.0550399      0.0497145     -0.0606922      0.1062050      0.2343270      0.1137310      9.9751101      0.0220000    113.2689438      1.1322600      1.1459482      0.0982125       8.4953500000000002       2.9020800000000002  

 20140929-KP192323N501616V03-16-169       12644667      4712.9013672    137.0246124        2.6087101      0.1597130     -0.0220746      0.0922405        0.0812321      0.0484603     -0.1055020      0.1029300      0.1469130      0.1112380      5.6426401      0.0165500     54.6687889      0.5503300      1.1819813      0.1011108       6.9575100000000001       2.4284699999999999  

 20150529-KP192323N501616V04-16-163       12644869      4533.1875000    103.2666168        2.9402800      0.0890303      0.4561845      0.0606997        0.0184569      0.0316111      0.3959300      0.0654107      0.7710810      0.0822617     11.3363504      0.0307000    138.1623383      1.0635300      1.1111820      0.0756667      10.7144999999999990       3.0061499999999999  

 20140929-KP192323N501616V03-16-157       12644902      4779.1503906    121.2056351        3.0129099      0.1344100     -0.2259637      0.0807922        0.1586640      0.0416056     -0.2114930      0.0875639     -0.2044180      0.1036110     12.7025499      0.0205700    148.7095947      0.7208500      0.9920513      0.0585921      12.5569000000000010       2.5854100000000000  

 20140927-KP192323N501616V02-16-111       12645606      4747.5971680     94.3202896        2.7770400      0.1084260     -0.3146150      0.0621012        0.1835980      0.0345508     -0.2736310      0.0705414     -0.3221120      0.0870789      5.8141999      0.0137500     54.0613289      0.4217800      1.0335644      0.0647690       9.7940799999999992       2.3902800000000002  

 20150529-KP192323N501616V04-15-223       12647110      5052.1757813    154.2994232        2.7230501      0.1094420     -0.7980397      0.0622226        0.2076180      0.0349459     -0.6699160      0.0711906     -0.6729040      0.0871322      4.8475699      0.0164000     47.6137199      0.4564700      1.7001776      0.1497944       1.7714900000000000       0.5258320000000000  

 20150529-KP192323N501616V05-15-225       12647352      4633.1279297    101.6345291        2.2521000      0.0791786     -0.4108315      0.0554338        0.2358110      0.0288770     -0.3507310      0.0597007     -0.2409930      0.0749058      2.7551301      0.0155700     22.7546291      0.2969200      1.4662759      0.1387920       3.0212599999999998       1.0766100000000001  

 20140929-KP192323N501616V03-16-072       12735062      4957.7011719    121.8363037        2.8798201      0.1412520     -0.3550553      0.0851901        0.0590325      0.0438808     -0.3844940      0.0930035     -0.2850750      0.1075590      7.7250700      0.0186900     80.1756592      0.6730200      1.2139076      0.0870654       5.0215399999999999       1.3841100000000000  

 20150529-KP192323N501616V04-16-106       12735851      4694.2202148     86.9661560        2.6074100      0.0736184     -0.1944129      0.0540341        0.0858361      0.0266825     -0.2092650      0.0524173     -0.1328950      0.0734376      4.7742901      0.0122400     42.6065483      0.4806300      1.0839013      0.0779176       8.6147600000000004       2.1954300000000000  

   20140917-KP192323N501616V-11-088       12737278      4691.0869141     91.2372742        3.1118400      0.0774279      0.4681179      0.0537649        0.0387843      0.0277236      0.4250900      0.0517317      0.8092040      0.0726087     13.1864700      0.0127000    172.7191010      3.0416200      1.2964019      0.1113048       6.2590700000000004       1.7928299999999999  

 20140929-KP192323N501616V03-11-084       12737382      4759.3208008    114.3816605        3.1526501      0.2133490     -0.0435577      0.1206183        0.1470360      0.0597429      0.0094009      0.1320300     -0.0545402      0.1376020     15.7717400      0.0500700    194.0790253      1.2425700      0.9107242      0.0618888      15.6915999999999990       2.6863500000000000  

 20150529-KP192323N501616V04-16-120       12783669      4757.6801758     85.7397995        2.6678200      0.0798590     -0.4167660      0.0573048        0.2366520      0.0299921     -0.3573380      0.0604670     -0.4753130      0.0747685      5.6068602      0.0133200     51.9239311      0.4595700      1.0572149      0.0666967       8.6158099999999997       2.0969600000000002  

 20140929-KP192323N501616V03-16-135       12834027      4915.2109375    149.2062683        3.3111000      0.1964100     -0.1255980      0.1125557        0.1001060      0.0565240     -0.1543420      0.1250190     -0.1044080      0.1299180     14.8852100      0.0529300    187.6939850      1.5728600      1.1435792      0.0970868       7.8777100000000004       2.6049099999999998  

 20140929-KP192323N501616V03-11-024       12834442      4873.7260742    141.0522003        3.2261300      0.1802380     -0.0979446      0.1034525        0.1483670      0.0529661     -0.0412961      0.1151890      0.0351212      0.1214610     13.3264904      0.0251100    162.1118469      1.1679200      1.1055578      0.0802216       8.3514900000000001       2.3600900000000000  

 20150529-KP192323N501616V04-16-146       12884116      4546.3803711    112.4801865        2.5729201      0.0728649      0.0258634      0.0550320        0.0606502      0.0286122     -0.0505223      0.0530922      0.0774818      0.0768064      5.3740802      0.0174800     50.2563782      0.4189600      1.0456280      0.0785589      10.9460000000000000       2.7525400000000002  

 20150529-KP192323N501616V04-11-001       12885373      4476.7290039    119.1010742        2.6687901      0.0793784      0.0306433      0.0571530        0.0890802      0.0300760      0.0559758      0.0604008      0.2749680      0.0758480      5.3540902      0.0102600     51.9975510      0.4495600      1.1518345      0.0846705       9.0471699999999995       2.1574900000000001  

20120615-kepler05B56094_keda2-01-00       1294122      4640.6547852    127.2033386        2.7639201      0.1321730      0.0137849      0.0738276        0.0513976      0.0389479     -0.0769783      0.0801548      0.1986620      0.0947109      7.0197601      0.0141900     74.8331375      0.8727700      1.2442765      0.1047561        6.1169700000000002       2.0876100000000002  

 20151012-KP192409N391242V01-01-198       1296068      4569.1025391    157.6481018        2.8202300      0.1603870     -0.0189628      0.0924979        0.1033950      0.0486275     -0.0216132      0.1032930      0.1288270      0.1113720      6.1409202      0.0165100     59.4729614      0.5092000      1.0284749      0.0907056       11.4354999999999990       2.8092500000000000  

 20151012-KP192409N391242V01-01-036       1429505      4523.9887695    117.0391464        2.7436500      0.0801874      0.0420108      0.0574085        0.0492192      0.0299348     -0.0184971      0.0605123      0.1591350      0.0740307      5.7554898      0.0117700     55.8308716      0.4782700      1.0807484      0.0785547       10.2494000000000000       3.2300700000000000  

 20151012-KP192409N391242V02-01-084       1430985      4965.4555664     76.8412476        3.0083699      0.0887733     -0.3776198      0.0607447        0.0901899      0.0313857     -0.3427250      0.0653268     -0.3789770      0.0824968     10.4536200      0.0205500    119.9327774      1.0671200      1.2282866      0.0709569        4.9810800000000004       1.0328800000000000  

 20151012-KP192409N391242V02-01-089       1431059      4799.5380859     98.0306168        3.3377299      0.1076880      0.3082002      0.0620129       -0.0197076      0.0342638      0.2358360      0.0700697      0.4277310      0.0870401     13.6747704      0.0203900    170.3420105      0.8153100      1.1367822      0.0579312        7.5501600000000000       1.8754900000000001  

 20151012-KP192409N391242V01-01-192       1433730      4717.8481445     88.9318924        2.6170101      0.0774279      0.0725592      0.0537649       -0.0192232      0.0277236     -0.1358620      0.0517317      0.2494360      0.0726087      4.0848198      0.0165000     40.4836006      0.5323700      1.8003917      0.1510228        2.0330599999999999       0.5542050000000000  

 20151012-KP192409N391242V02-01-182       1433803      4635.6835938     94.5024567        3.1686299      0.0774279      0.3759011      0.0537649        0.0267392      0.0277236      0.3494240      0.0517317      0.6452660      0.0726087     12.1787500      0.0154800    149.9318237      0.9683600      1.1295936      0.0621718        9.3562100000000008       2.0636299999999999  

 20151012-KP192409N391242V02-01-117       1573925      4988.2358398     94.2484894        2.9776199      0.1142510     -0.3663037      0.0633098        0.0852065      0.0363612     -0.3543850      0.0736234     -0.3511550      0.0876566     10.7960901      0.0225000    121.8258133      1.6258301      1.1542494      0.0885473        6.1992200000000004       1.7996200000000000  

20120615-kepler05B56094_keda2-07-16       1576646      4931.3208008    142.1881866        2.9282501      0.1777480      0.0241404      0.1020513        0.0282526      0.0524185     -0.0796645      0.1136760      0.2616630      0.1201590      7.6323099      0.0354900     87.2927628      0.7005300      1.6551672      0.1422212        2.5396299999999998       0.7581050000000000  

20120615-kepler05B56094_keda2-01-09       1720241      4915.3447266    142.8879242        3.2088301      0.1870540     -0.1777085      0.1072893        0.0053630      0.0544657     -0.2858670      0.1193320     -0.1841270      0.1250260     15.9801197      0.0402900    212.4906769      1.3861500      1.2103298      0.0886684        5.7481299999999997       1.5235300000000001  

20120615-kepler05B56094_keda2-01-10       1721595      4813.7226563    172.1775665        2.6956000      0.3553480     -1.1974866      0.1784471        0.2042850      0.0796178     -1.0549001      0.1902050     -0.9313470      0.1879400     13.1714802      0.0298000    155.3156128      1.1339200      0.8866162      0.0750114       13.1564000000000000       3.2258300000000002  

 20151012-KP192409N391242V01-07-164       1723843      4951.0229492     80.0958557        2.7703099      0.0733338     -0.2480252      0.0527993        0.0608082      0.0270140     -0.2199100      0.0578510     -0.1143710      0.0730667      9.4142103      0.0287900    107.7812119      0.8730900      1.3285768      0.0807785        3.8598300000000001       0.9546110000000000  

 20151012-KP192409N391242V01-07-250       1726291      4936.6640625     76.4524918        3.0138199      0.0800672     -0.3327791      0.0573705        0.2015130      0.0299558     -0.2874090      0.0604957     -0.3527580      0.0743007     12.8628197      0.0222800    149.4694977      0.8073500      1.0438313      0.0483950        9.0207800000000002       1.6054600000000001  

 20151012-KP192409N391242V02-01-064       1864855      4956.6708984     75.4004440        3.1038401      0.0662283      0.0004641      0.0540024        0.0015415      0.0290039     -0.0938872      0.0563966      0.1251090      0.0718456     10.4436102      0.0104600    124.1849213      1.4900301      1.3616680      0.0855394        3.4183800000000000       0.7301720000000000  

 20151012-KP192409N391242V02-01-106       1867706      4683.0366211     92.1637039        3.0396199      0.0743451      0.2383401      0.0542926       -0.0069784      0.0270674      0.0906840      0.0524434      0.4792850      0.0741173      8.7552700      0.0153400    104.3808289      0.6393000      1.4455916      0.0793672        3.7968500000000001       0.7256360000000000  

20120615-kepler05B56094_keda2-01-11       1868303      4897.5444336     99.1168747        2.9493899      0.1638420     -0.2082675      0.0942234        0.0676612      0.0493591     -0.1869940      0.1052230     -0.1038110      0.1128870      4.5639901      0.0146700     41.0212593      0.4826900      1.2577349      0.0987507        4.1673299999999998       1.3080300000000000  

 20151012-KP192409N391242V02-07-007       1870196      4869.8085938     80.1518860        3.2431700      0.0790930      0.0417535      0.0535336        0.0289157      0.0274913      0.0025593      0.0589279      0.1204970      0.0734971     14.7312698      0.0553400    191.2795868      1.0475000      1.2383258      0.0695243        5.7775100000000004       1.7991999999999999  

 20151012-KP192409N391242V01-07-007       1870433      4954.7553711     75.2571716        3.2157400      0.0792044      0.0222598      0.0560048       -0.0411262      0.0292934     -0.1027760      0.0599329      0.0457812      0.0753291     16.1094494      0.0211100    216.2157440      3.3243401      1.3243195      0.0981987        4.3514999999999997       1.1458200000000001  

20120615-kepler05B56094_keda2-07-00       1870495      4973.0546875    144.4391632        2.9974401      0.1892840     -0.2267161      0.1085444        0.1613350      0.0549562     -0.2328160      0.1206870     -0.2961950      0.1261920     14.8055096      0.0295600    179.6458893      1.3182400      1.0927763      0.0803920        8.7960200000000004       2.5704400000000001  

 20151012-KP192409N391242V02-07-008       1871571      4659.9018555    107.1983871        3.1123900      0.1075320      0.2467602      0.0619942        0.0387247      0.0342028      0.2453180      0.0699695      0.4435620      0.0870319     14.3233299      0.0374400    181.7420349      1.0817699      1.0745533      0.0675023       10.7895000000000000       2.4718499999999999  

20120615-kepler05B56094_keda2-07-24       1872375      5121.5991211     67.5923004        2.8680601      0.0803702     -0.0205164      0.0574662       -0.0212272      0.0299029     -0.1589010      0.0605375      0.0972779      0.0736199      8.4695501      0.0222500    101.5235596      1.2710700      1.8998082      0.1289292        1.2340100000000001       0.2648290000000000  

20120615-kepler05B56094_keda2-07-20       1873986      4591.9785156    180.7767181        2.9336300      0.2123500      0.4883603      0.1201434        0.0691670      0.0595520      0.5185160      0.1316760      0.8030570      0.1371430     11.1722603      0.0246400    137.1199951      0.9287800      1.2073580      0.1064820        8.2025799999999993       3.0050100000000000  

 20151012-KP192409N391242V02-01-059       2010138      4725.5878906     97.1680756        2.4888000      0.1099180     -0.5701876      0.0622797        0.2379500      0.0351315     -0.4728350      0.0714954     -0.6712920      0.0871573      4.7729301      0.0149100     41.9468498      0.3753200      1.0312809      0.0723765        9.3582999999999998       2.4013200000000001  

20120615-kepler05B56094_keda2-01-15       2012216      4916.4916992    147.5177002        3.0469201      0.1921640      0.0282182      0.1101660        0.0172800      0.0555900     -0.0157667      0.1224380      0.2217240      0.1276980      8.0799503      0.0184000     89.1369705      0.6541400      1.3851310      0.1054524        3.7451599999999998       1.0566100000000000  

 20151012-KP192409N391242V01-07-004       2016978      4686.1816406    110.1402969        2.8331900      0.1124110      0.0552320      0.0625778        0.0319344      0.0361013     -0.0043726      0.0730889      0.2335540      0.0872882      7.2034101      0.0159800     75.3279877      0.4906400      1.1795783      0.0751020        6.9196999999999997       1.6309400000000001  

 20151012-KP192409N391242V02-07-020       2018283      4734.6044922     88.0620270        3.0958300      0.0791848      0.2373384      0.0555704        0.0288991      0.0289766      0.1876640      0.0597562      0.4558090      0.0750071     11.1679296      0.0152000    135.3502960      1.3126500      1.2361143      0.0771807        6.4566699999999999       1.6571499999999999  

 20151012-KP192409N391242V01-07-020       2018392      4660.6948242     93.6647491        2.4435201      0.0722593     -0.0848053      0.0552294        0.0255788      0.0291264     -0.2139070      0.0534334      0.0814709      0.0774582      3.7952099      0.0126000     33.9251518      0.5528200      1.3647990      0.1259858        4.0011400000000004       1.5183000000000000  

 20151012-KP192409N391242V01-07-070       2021216      4861.7573242     86.3681793        3.1596701      0.0951824      0.1799241      0.0605584        0.0331042      0.0338734      0.1567010      0.0667656      0.3731370      0.0814922     14.4205904      0.0384400    184.5181580      1.1760300      1.2085744      0.0682002        6.2367999999999997       1.4780300000000000  

 20151012-KP192409N391242V01-01-146       2159864      4790.5039063     87.3761902        2.8220000      0.0923112     -0.0422676      0.0602286       -0.0160012      0.0341699     -0.1944000      0.0664130      0.0362163      0.0797992      6.9456100      0.0160700     76.6754227      0.7763000      1.5037068      0.1007295        3.1004000000000000       0.6679870000000000  

20120615-kepler05B56094_keda2-07-02       2160910      4939.8676758    101.8400650        3.1080401      0.1284580     -0.2307859      0.0700943        0.0474625      0.0377788     -0.2431780      0.0769780     -0.3314590      0.0910299     10.3972502      0.0139200    117.1699982      0.7397700      1.1631668      0.0642302        5.9262800000000002       1.2388500000000000  

20120615-kepler05B56094_keda2-07-01       2164262      4612.2402344    114.6299133        2.7906899      0.1085040      0.1365491      0.0621104        0.0201143      0.0345810      0.0611261      0.0705909      0.3319700      0.0870829      5.9698501      0.0133700     60.9627800      0.5443600      1.2824222      0.0936510        5.7779400000000001       1.7644599999999999  

 20151012-KP192409N391242V01-07-071       2165894      4515.2802734    104.1494980        2.7345400      0.0796753      0.1832792      0.0572468        0.0488491      0.0300242      0.1890030      0.0604417      0.3824000      0.0751810      5.7320499      0.0164200     57.5759583      0.6134100      1.2192619      0.0951258        7.4596099999999996       2.2723900000000001  

 20151012-KP192409N391242V02-07-056       2166393      4783.6049805     93.0447235        2.5757799      0.1077810     -0.2899613      0.0620240        0.1855130      0.0342997     -0.2691860      0.0701289     -0.0906098      0.0870450      4.3309302      0.0142400     39.8999786      0.6184700      1.3766317      0.1222856        3.8560699999999999       1.3705900000000000  

 20151012-KP192409N391242V02-01-136       2301349      4446.0771484    133.1889191        2.7494099      0.1066350      0.4054965      0.0618869        0.0278026      0.0338539      0.3314890      0.0693963      0.6539070      0.0869848      6.3821502      0.0139400     65.5509720      0.6537600      1.1391243      0.0952212       10.6884000000000000       3.6770399999999999  

20120615-kepler05B56094_keda2-07-03       2303101      4855.2685547    112.8335342        3.3526101      0.1316370      0.2599514      0.0721607        0.0235712      0.0383119      0.1762920      0.0783816      0.3782680      0.0925807     13.8711596      0.0392000    169.7178345      1.1842800      1.1288875      0.0757449        8.0444999999999993       2.2436699999999998  

20120615-kepler05B56094_keda2-07-03       2303414      4745.3935547    143.9894409        2.7051899      0.1554370      0.0462928      0.0906072        0.0081424      0.0473994     -0.0643177      0.1006300      0.0554211      0.1103860      6.2648602      0.0182300     64.4248123      0.9698000      1.3561999      0.1387577        5.1828000000000003       2.0362399999999998  

 20151012-KP192409N391242V01-07-029       2305479      4533.8100586    102.8150864        2.8954799      0.0757499      0.2747820      0.0530564        0.0251941      0.0271796      0.2483640      0.0582984      0.5312460      0.0732090      7.4208899      0.0093900     78.8307037      0.6267500      1.1253649      0.0708184        9.4283099999999997       2.5269300000000001  

 20151012-KP192409N391242V01-07-104       2305992      4735.1762695     86.6122818        2.9869101      0.0677783      0.0818275      0.0529834        0.0531639      0.0283307      0.0804343      0.0536583      0.3009430      0.0741500      8.8795605      0.0151700    100.6419830      0.6144900      1.2506044      0.0657663        5.6779099999999998       1.2344900000000001  

20120615-kepler05B56094_keda2-07-10       2307683      4799.5761719     81.2498703        2.5596001      0.0887187     -0.1884394      0.0607543        0.0134357      0.0313379     -0.2859320      0.0653090     -0.1142530      0.0825467      4.3088598      0.0118100     39.9466591      0.5077600      1.4216198      0.1058952        3.2320199999999999       0.9498980000000000  

